(1, 1, null, null, ../../assets/recipe-icons/maple-lumber.png, Maple Lumber, 1, Maple Log, 3, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, null, null),
(594, 12, null, null, ../../assets/recipe-icons/glade-round-table.png, Glade Round Table, 1, Ash Lumber, 2, Bronze Ingot, 2, null, null, null, null, null, null, null, null, Wind Shard, 1, Ice Shard, 1),
(595, 14, null, null, ../../assets/recipe-icons/glade-chair.png, Glade Chair, 1, Ash Lumber, 2, Animal Glue, 2, null, null, null, null, null, null, null, null, Wind Shard, 1, Ice Shard, 1),
(596, 15, null, null, ../../assets/recipe-icons/glade-drawer-table.png, Glade Drawer Table, 1, Ash Lumber, 2, Copper Ingot, 2, Beeswax, 2, null, null, null, null, null, null, Wind Shard, 1, Ice Shard, 1),
(597, 18, null, null, ../../assets/recipe-icons/lalafellin-step-stool.png, Lalafellin Step Stool, 1, Ash Lumber, 2, Elm Lumber, 2, null, null, null, null, null, null, null, null, Wind Shard, 1, Ice Shard, 1),
(598, 18, null, null, ../../assets/recipe-icons/oriental-round-table.png, Oriental Round Table, 1, Elm Lumber, 3, Beeswax, 1, null, null, null, null, null, null, null, null, Wind Shard, 1, Ice Shard, 1),
(599, 19, null, null, ../../assets/recipe-icons/glade-cupboard.png, Glade Cupboard, 1, Elm Lumber, 2, Ash Lumber, 2, Brass Ingot, 1, Beeswax, 1, null, null, null, null, Wind Shard, 1, Ice Shard, 1),
(600, 20, null, null, ../../assets/recipe-icons/riviera-half-partition.png, Riviera Half Partition, 1, Yew Lumber, 3, Elm Lumber, 3, null, null, null, null, null, null, null, null, Wind Shard, 1, Ice Shard, 1),
(601, 20, null, null, ../../assets/recipe-icons/ash-cabinet.png, Ash Cabinet, 1, Elm Lumber, 2, Ash Lumber, 2, Iron Ingot, 1, Iron Joint Plate, 2, Beeswax, 1, null, null, Wind Shard, 1, Ice Shard, 1),
(602, 21, null, null, ../../assets/recipe-icons/riviera-partition.png, Riviera Partition, 1, Yew Lumber, 4, Elm Lumber, 4, null, null, null, null, null, null, null, null, Wind Shard, 2, Ice Shard, 1),
(603, 22, null, null, ../../assets/recipe-icons/glade-lantern.png, Glade Lantern, 1, Yew Branch, 6, Undyed Cotton Cloth, 2, Beeswax Candle, 2, null, null, null, null, null, null, Wind Shard, 2, Ice Shard, 1),
(604, 23, null, null, ../../assets/recipe-icons/glade-cartonnier.png, Glade Cartonnier, 1, Yew Lumber, 3, Brass Ingot, 3, Beeswax, 2, null, null, null, null, null, null, Wind Shard, 2, Ice Shard, 1),
(605, 25, null, null, ../../assets/recipe-icons/funguar-chair.png, Funguar Chair, 1, Walnut Lumber, 2, Beeswax, 1, null, null, null, null, null, null, null, null, Wind Shard, 2, Ice Shard, 2),
(606, 25, null, null, ../../assets/recipe-icons/oasis-cupboard.png, Oasis Cupboard, 1, Walnut Lumber, 3, Elm Lumber, 2, Brass Ingot, 2, Beeswax, 2, null, null, null, null, Wind Shard, 2, Ice Shard, 2),
(607, 26, null, null, ../../assets/recipe-icons/walnut-dining-table.png, Walnut Dining Table, 1, Walnut Lumber, 6, Steel Ingot, 2, null, null, null, null, null, null, null, null, Wind Shard, 2, Ice Shard, 2),
(608, 27, null, null, ../../assets/recipe-icons/manor-highback-chair.png, Manor Highback Chair, 1, Walnut Lumber, 3, Silver Ingot, 2, Fine Wax, 1, null, null, null, null, null, null, Wind Shard, 3, Ice Shard, 2),
(609, 27, null, null, ../../assets/recipe-icons/shipping-crate.png, Shipping Crate, 1, Walnut Lumber, 4, Iron Ingot, 1, Iron Rivets, 1, null, null, null, null, null, null, Wind Shard, 3, Ice Shard, 2),
(610, 28, null, null, ../../assets/recipe-icons/manor-wardrobe.png, Manor Wardrobe, 1, Walnut Lumber, 4, Silver Ingot, 2, Steel Hinge, 2, Fine Wax, 2, null, null, null, null, Wind Shard, 3, Ice Shard, 2),
(611, 28, null, null, ../../assets/recipe-icons/manor-cupboard.png, Manor Cupboard, 1, Walnut Lumber, 4, Steel Joint Plate, 2, Steel Hinge, 2, Fine Wax, 2, null, null, null, null, Wind Shard, 3, Ice Shard, 2),
(612, 28, null, null, ../../assets/recipe-icons/riviera-cupboard.png, Riviera Cupboard, 1, Walnut Lumber, 3, Iron Ingot, 2, Iron Rivets, 2, Beeswax, 2, null, null, null, null, Wind Shard, 3, Ice Shard, 2),
(613, 28, null, null, ../../assets/recipe-icons/manor-bookshelf.png, Manor Bookshelf, 1, Walnut Lumber, 4, Silver Ingot, 2, Steel Joint Plate, 2, Fine Wax, 2, null, null, null, null, Wind Shard, 3, Ice Shard, 2),
(614, 29, null, null, ../../assets/recipe-icons/manor-table.png, Manor Table, 1, Walnut Lumber, 4, Undyed Velveteen, 2, Fine Wax, 2, null, null, null, null, null, null, Wind Shard, 3, Ice Shard, 2),
(615, 30, null, null, ../../assets/recipe-icons/manor-music-stand.png, Manor Music Stand, 1, Fine Wax, 2, Walnut Lumber, 4, null, null, null, null, null, null, null, null, Wind Shard, 3, Ice Shard, 3),
(616, 30, null, null, ../../assets/recipe-icons/manor-music-stool.png, Manor Music Stool, 1, Fine Wax, 2, Walnut Lumber, 4, null, null, null, null, null, null, null, null, Wind Shard, 3, Ice Shard, 3),
(617, 30, null, null, ../../assets/recipe-icons/display-stand.png, Display Stand, 1, Walnut Lumber, 3, Iron Ingot, 2, Undyed Velveteen, 1, null, null, null, null, null, null, Wind Shard, 3, Ice Shard, 3),
(618, 30, null, null, ../../assets/recipe-icons/glade-wardrobe.png, Glade Wardrobe, 1, Walnut Lumber, 4, Yew Lumber, 4, Steel Hinge, 2, null, null, null, null, null, null, Wind Shard, 3, Ice Shard, 3),
(619, 30, null, null, ../../assets/recipe-icons/walnut-cartonnier.png, Walnut Cartonnier, 1, Walnut Lumber, 3, Steel Ingot, 3, Beeswax, 2, null, null, null, null, null, null, Wind Shard, 3, Ice Shard, 3),
(620, 31, null, null, ../../assets/recipe-icons/oasis-chair.png, Oasis Chair, 1, Walnut Lumber, 3, Animal Glue, 3, null, null, null, null, null, null, null, null, Wind Shard, 3, Ice Shard, 3),
(621, 31, null, null, ../../assets/recipe-icons/glade-partition.png, Glade Partition, 1, Walnut Lumber, 4, Yew Lumber, 4, null, null, null, null, null, null, null, null, Wind Shard, 3, Ice Shard, 3),
(622, 32, null, null, ../../assets/recipe-icons/riviera-stall.png, Riviera Stall, 1, Walnut Lumber, 3, Steel Ingot, 1, Steel Rivets, 1, Linseed Oil, 1, null, null, null, null, Wind Shard, 3, Ice Shard, 3),
(623, 32, null, null, ../../assets/recipe-icons/small-imitation-window.png, Small Imitation Window, 1, Oak Lumber, 3, Clear Glass Lens, 2, Steel Rivets, 1, null, null, null, null, null, null, Wind Shard, 3, Ice Shard, 3),
(624, 32, null, null, ../../assets/recipe-icons/tree-slice-tower.png, Tree Slice Tower, 1, Walnut Lumber, 3, Walnut Log, 2, null, null, null, null, null, null, null, null, Wind Shard, 3, Ice Shard, 3),
(625, 32, null, null, ../../assets/recipe-icons/wooden-showcase.png, Wooden Showcase, 1, Oak Lumber, 5, Silver Ingot, 2, Steel Rivets, 2, null, null, null, null, null, null, Wind Shard, 3, Ice Shard, 3),
(626, 33, null, null, ../../assets/recipe-icons/hanging-planter-shelf.png, Hanging Planter Shelf, 1, Oak Lumber, 2, Island Seedling, 1, Shroud Seedling, 1, Desert Seedling, 1, Growth Formula Beta, 3, null, null, Wind Shard, 4, Ice Shard, 3),
(627, 33, null, null, ../../assets/recipe-icons/oasis-wardrobe.png, Oasis Wardrobe, 1, Oak Lumber, 4, Steel Ingot, 4, Steel Hinge, 2, null, null, null, null, null, null, Wind Shard, 4, Ice Shard, 3),
(628, 33, null, null, ../../assets/recipe-icons/glade-sideboard.png, Glade Sideboard, 1, Oak Lumber, 3, Brass Ingot, 3, Beeswax, 2, null, null, null, null, null, null, Wind Shard, 4, Ice Shard, 3),
(629, 33, null, null, ../../assets/recipe-icons/mounted-box-shelf.png, Mounted Box Shelf, 1, Oak Lumber, 3, Steel Ingot, 2, null, null, null, null, null, null, null, null, Wind Shard, 4, Ice Shard, 3),
(630, 34, null, null, ../../assets/recipe-icons/glade-stall.png, Glade Stall, 1, Oak Lumber, 3, Walnut Lumber, 2, Linseed Oil, 1, null, null, null, null, null, null, Wind Shard, 4, Ice Shard, 3),
(631, 34, null, null, ../../assets/recipe-icons/easel.png, Easel, 1, Oak Lumber, 2, Linseed Oil, 1, Cotton Canvas, 2, null, null, null, null, null, null, Wind Shard, 4, Ice Shard, 3),
(632, 35, null, null, ../../assets/recipe-icons/wine-barrel.png, Wine Barrel, 1, Oak Lumber, 3, Steel Ingot, 1, Steel Rivets, 1, Horn Glue, 1, null, null, null, null, Wind Shard, 4, Ice Shard, 3),
(633, 35, null, null, ../../assets/recipe-icons/glade-half-partition.png, Glade Half Partition, 1, Oak Lumber, 3, Yew Lumber, 3, null, null, null, null, null, null, null, null, Wind Shard, 4, Ice Shard, 3),
(634, 37, null, null, ../../assets/recipe-icons/glade-table.png, Glade Table, 1, Oak Lumber, 2, Walnut Lumber, 2, Linseed Oil, 2, null, null, null, null, null, null, Wind Shard, 4, Ice Shard, 4),
(635, 38, null, null, ../../assets/recipe-icons/glade-desk.png, Glade Desk, 1, Oak Lumber, 4, Walnut Lumber, 2, Linseed Oil, 2, null, null, null, null, null, null, Wind Shard, 4, Ice Shard, 4),
(636, 39, null, null, ../../assets/recipe-icons/wooden-handrail.png, Wooden Handrail, 1, Mahogany Lumber, 3, Silver Ingot, 2, null, null, null, null, null, null, null, null, Wind Shard, 5, Ice Shard, 4),
(637, 40, null, null, ../../assets/recipe-icons/oasis-half-partition.png, Oasis Half Partition, 1, Mahogany Lumber, 3, Walnut Lumber, 3, null, null, null, null, null, null, null, null, Wind Shard, 5, Ice Shard, 4),
(638, 40, null, null, ../../assets/recipe-icons/grade-1-picture-frame.png, Grade 1 Picture Frame, 1, Mahogany Lumber, 2, Walnut Lumber, 2, Linseed Oil, 2, Cotton Canvas, 2, null, null, null, null, Wind Shard, 5, Ice Shard, 4),
(639, 40, null, null, ../../assets/recipe-icons/glade-pillar.png, Glade Pillar, 1, Oak Lumber, 8, Linseed Oil, 2, null, null, null, null, null, null, null, null, Wind Shard, 5, Ice Shard, 4),
(640, 40, null, null, ../../assets/recipe-icons/mahogany-partition-door.png, Mahogany Partition Door, 1, Mahogany Lumber, 3, Oak Lumber, 4, Brass Ingot, 1, Steel Hinge, 1, null, null, null, null, Wind Shard, 5, Ice Shard, 4),
(641, 41, null, null, ../../assets/recipe-icons/oasis-stall.png, Oasis Stall, 1, Mahogany Lumber, 4, Steel Joint Plate, 2, Linseed Oil, 2, null, null, null, null, null, null, Wind Shard, 5, Ice Shard, 4),
(642, 41, null, null, ../../assets/recipe-icons/oasis-desk.png, Oasis Desk, 1, Mahogany Lumber, 6, Silver Ingot, 2, Linseed Oil, 2, null, null, null, null, null, null, Wind Shard, 5, Ice Shard, 4),
(643, 42, null, null, ../../assets/recipe-icons/mahogany-bunk-bed.png, Mahogany Bunk Bed, 1, Mahogany Lumber, 4, Undyed Felt, 5, Apkallu Down, 5, Steel Rivets, 2, null, null, null, null, Wind Shard, 5, Ice Shard, 5),
(644, 43, null, null, ../../assets/recipe-icons/model-star-globe.png, Model Star Globe, 1, Oak Lumber, 1, Mahogany Lumber, 1, Varnish, 3, Mythril Rivets, 3, null, null, null, null, Wind Shard, 5, Ice Shard, 5),
(645, 43, null, null, ../../assets/recipe-icons/mounted-plate-rack.png, Mounted Plate Rack, 1, Mahogany Lumber, 3, Cobalt Ingot, 4, Mythril Rivets, 3, null, null, null, null, null, null, Wind Shard, 5, Ice Shard, 5),
(646, 43, null, null, ../../assets/recipe-icons/royal-partition.png, Royal Partition, 1, Mahogany Lumber, 4, Electrum Ingot, 4, Varnish, 2, null, null, null, null, null, null, Wind Shard, 5, Ice Shard, 5),
(647, 44, null, null, ../../assets/recipe-icons/riviera-stool.png, Riviera Stool, 1, Oak Lumber, 3, Iron Ingot, 3, Varnish, 2, null, null, null, null, null, null, Wind Shard, 5, Ice Shard, 5),
(648, 44, null, null, ../../assets/recipe-icons/glade-bookshelf.png, Glade Bookshelf, 1, Mahogany Lumber, 4, Oak Lumber, 4, Silver Ingot, 2, Varnish, 2, null, null, null, null, Wind Shard, 5, Ice Shard, 5),
(649, 45, null, null, ../../assets/recipe-icons/knight-captain's-chair.png, Knight Captain's Chair, 1, Rosewood Lumber, 4, Undyed Woolen Cloth, 3, Ishgardian Steel Ingot, 1, null, null, null, null, null, null, Wind Shard, 6, Ice Shard, 5),
(650, 45, null, null, ../../assets/recipe-icons/glade-stool.png, Glade Stool, 1, Mahogany Lumber, 3, Horn Glue, 3, Varnish, 2, null, null, null, null, null, null, Wind Shard, 6, Ice Shard, 5),
(651, 45, null, null, ../../assets/recipe-icons/wooden-loft.png, Wooden Loft, 1, Rosewood Lumber, 3, Mythril Rivets, 2, Varnish, 2, null, null, null, null, null, null, Wind Shard, 6, Ice Shard, 5),
(652, 45, null, null, ../../assets/recipe-icons/wooden-steps.png, Wooden Steps, 1, Rosewood Lumber, 2, Mythril Rivets, 2, Varnish, 2, null, null, null, null, null, null, Wind Shard, 6, Ice Shard, 5),
(653, 45, null, null, ../../assets/recipe-icons/wooden-beam.png, Wooden Beam, 1, Rosewood Lumber, 2, Varnish, 1, null, null, null, null, null, null, null, null, Wind Shard, 6, Ice Shard, 5),
(654, 45, null, null, ../../assets/recipe-icons/mounted-bookshelf.png, Mounted Bookshelf, 1, Rosewood Lumber, 5, Stack of Tomes, 1, Pile of Tomes, 1, null, null, null, null, null, null, Wind Shard, 6, Ice Shard, 5),
(655, 45, null, null, ../../assets/recipe-icons/oasis-bookshelf.png, Oasis Bookshelf, 1, Rosewood Lumber, 3, Mahogany Lumber, 3, Electrum Ingot, 2, Clear Glass Lens, 2, Varnish, 2, null, null, Wind Shard, 6, Ice Shard, 5),
(656, 46, null, null, ../../assets/recipe-icons/oasis-stool.png, Oasis Stool, 1, Mahogany Lumber, 3, Electrum Ingot, 3, Varnish, 2, null, null, null, null, null, null, Wind Shard, 6, Ice Shard, 5),
(657, 46, null, null, ../../assets/recipe-icons/riviera-wall-shelf.png, Riviera Wall Shelf, 1, Rosewood Lumber, 2, Cobalt Ingot, 2, Cobalt Rivets, 4, null, null, null, null, null, null, Wind Shard, 6, Ice Shard, 5),
(658, 46, null, null, ../../assets/recipe-icons/corner-counter.png, Corner Counter, 1, Rosewood Lumber, 4, Cobalt Plate, 2, Cobalt Ingot, 2, null, null, null, null, null, null, Wind Shard, 6, Ice Shard, 5),
(659, 47, null, null, ../../assets/recipe-icons/oasis-table.png, Oasis Table, 1, Rosewood Lumber, 4, Electrum Ingot, 4, Undyed Woolen Cloth, 2, null, null, null, null, null, null, Wind Shard, 6, Ice Shard, 5),
(660, 49, null, null, ../../assets/recipe-icons/glade-floor-lamp.png, Glade Floor Lamp, 1, Rosewood Lumber, 4, Mahogany Lumber, 2, Clear Glass Lens, 2, Tallow Candle, 2, null, null, null, null, Wind Shard, 6, Ice Shard, 6),
(661, 49, null, null, ../../assets/recipe-icons/deluxe-manor-fireplace.png, Deluxe Manor Fireplace, 1, Manor Fireplace, 1, Rosewood Lumber, 4, Cobalt Ingot, 4, null, null, null, null, null, null, Fire Crystal, 2, null, null),
(662, 50, null, null, ../../assets/recipe-icons/tier-1-aquarium.png, Tier 1 Aquarium, 1, Rosewood Lumber, 3, Electrum Ingot, 1, Clear Glass Lens, 1, Limestone, 1, Fine Sand, 4, null, null, Wind Crystal, 2, Ice Crystal, 1),
(663, 50, null, null, ../../assets/recipe-icons/glade-bathtub.png, Glade Bathtub, 1, Spruce Lumber, 4, Rosewood Lumber, 3, Yew Lumber, 3, Granite, 3, Firewood, 1, null, null, Wind Shard, 6, Ice Shard, 6),
(664, 50 , null, null, ../../assets/recipe-icons/tonberry-bookshelf.png, Tonberry Bookshelf, 1, Spruce Lumber, 5, Rosewood Lumber, 5, Electrum Ingot, 2, Undyed Felt, 1, Apkallu Down, 1, null, null, Wind Crystal, 3, Ice Crystal, 2),
(665, 50 , null, null, ../../assets/recipe-icons/chocobo-pillar.png, Chocobo Pillar, 1, Spruce Lumber, 2, Rosewood Lumber, 3, Darksteel Nugget, 2, Chocobo Feather, 6, Fieldcraft Demimateria I, 2, null, null, Wind Crystal, 3, Ice Crystal, 2),
(666, 50 , null, null, ../../assets/recipe-icons/tonberry-screen.png, Tonberry Screen, 1, Spruce Lumber, 3, Rosewood Lumber, 6, Electrum Ingot, 5, null, null, null, null, null, null, Wind Crystal, 3, Ice Crystal, 2),
(667, 50 , null, null, ../../assets/recipe-icons/looming-tonberry-screen.png, Looming Tonberry Screen, 1, Spruce Lumber, 6, Rosewood Lumber, 4, Electrum Ingot, 4, null, null, null, null, null, null, Wind Crystal, 3, Ice Crystal, 2),
(668, 50 , null, null, ../../assets/recipe-icons/kotatsu-table.png, Kotatsu Table, 1, Spruce Lumber, 4, Rosewood Lumber, 2, Floss Silk, 2, Undyed Cotton Cloth, 2, Cherry Bomb, 1, null, null, Wind Crystal, 3, Ice Crystal, 2),
(669, 50 , null, null, ../../assets/recipe-icons/merchant's-shelf.png, Merchant's Shelf, 1, Spruce Lumber, 6, Darksteel Plate, 2, Varnish, 2, Steel Hinge, 2, Pile of Tomes, 1, null, null, Wind Crystal, 3, Ice Crystal, 2),
(670, 50 , null, null, ../../assets/recipe-icons/riviera-open-shelf-bookcase.png, Riviera Open-shelf Bookcase, 1, Rosewood Lumber, 7, Darksteel Nugget, 4, Darksteel Rivets, 3, null, null, null, null, null, null, Wind Crystal, 3, Ice Crystal, 2),
(671, 50 , null, null, ../../assets/recipe-icons/glade-open-shelf-bookcase.png, Glade Open-shelf Bookcase, 1, Spruce Lumber, 7, Cobalt Ingot, 4, Jadeite, 3, null, null, null, null, null, null, Wind Crystal, 3, Ice Crystal, 2),
(672, 50 , null, null, ../../assets/recipe-icons/oasis-open-shelf-bookcase.png, Oasis Open-shelf Bookcase, 1, Spruce Lumber, 7, Rosewood Lumber, 4, Varnish, 3, null, null, null, null, null, null, Wind Crystal, 3, Ice Crystal, 2),
(673, 50 , null, null, ../../assets/recipe-icons/yarn-basket.png, Yarn Basket, 1, Bamboo Stick, 1, Woolen Yarn, 6, null, null, null, null, null, null, null, null, Wind Cluster, 1, Ice Cluster, 1),
(674, 50 , null, null, ../../assets/recipe-icons/handbasket.png, Handbasket, 1, Bamboo Stick, 3, Cotton Canvas, 2, null, null, null, null, null, null, null, null, Wind Cluster, 1, Ice Cluster, 1),
(675, 50 , null, null, ../../assets/recipe-icons/oriental-bathtub.png, Oriental Bathtub, 1, Treated Spruce Lumber, 4, Spruce Lumber, 3, Rosewood Lumber, 3, Granite, 3, Firewood, 1, null, null, Wind Cluster, 1, Ice Cluster, 1),
(676, 50 , null, null, ../../assets/recipe-icons/open-hearth.png, Open Hearth, 1, Bamboo Stick, 6, Spruce Lumber, 4, Darksteel Ingot, 2, Grenade Ash, 3, Firewood, 1, null, null, Wind Cluster, 1, Ice Cluster, 1),
(677, 50 , null, null, ../../assets/recipe-icons/manor-counter.png, Manor Counter, 1, Manor Varnish, 2, Treated Spruce Lumber, 3, Cut Stone, 2, Clinker Bricks, 2, Mortar, 2, null, null, Wind Cluster, 1, Ice Cluster, 1),
(678, 50 , null, null, ../../assets/recipe-icons/carbuncle-chair.png, Carbuncle Chair, 1, Ruby, 1, Spruce Lumber, 3, Mahogany Lumber, 3, Boar Leather, 6, null, null, null, null, Wind Cluster, 2, Ice Cluster, 1),
(679, 50 , null, null, ../../assets/recipe-icons/dragon-piece.png, Dragon Piece, 1, Stone Vigil Lumber, 3, Varnish, 5, Fieldcraft Demimateria III, 1, null, null, null, null, null, null, Wind Cluster, 2, Ice Cluster, 1),
(680, 50 , null, null, ../../assets/recipe-icons/wyvern-piece.png, Wyvern Piece, 1, Stone Vigil Lumber, 3, Varnish, 5, Fieldcraft Demimateria III, 1, null, null, null, null, null, null, Wind Cluster, 2, Ice Cluster, 1),
(681, 50 , null, null, ../../assets/recipe-icons/vigil-piece.png, Vigil Piece, 1, Stone Vigil Lumber, 3, Varnish, 5, Fieldcraft Demimateria III, 1, null, null, null, null, null, null, Wind Cluster, 2, Ice Cluster, 1),
(682, 50 , null, null, ../../assets/recipe-icons/temple-knight-piece.png, Temple Knight Piece, 1, Stone Vigil Lumber, 3, Varnish, 5, Fieldcraft Demimateria III, 1, null, null, null, null, null, null, Wind Cluster, 2, Ice Cluster, 1),
(683, 50 , null, null, ../../assets/recipe-icons/dragoon-piece.png, Dragoon Piece, 1, Stone Vigil Lumber, 3, Varnish, 5, Fieldcraft Demimateria III, 1, null, null, null, null, null, null, Wind Cluster, 2, Ice Cluster, 1),
(684, 50 , null, null, ../../assets/recipe-icons/carbuncle-wardrobe.png, Carbuncle Wardrobe, 1, Ruby, 2, Spruce Lumber, 4, Mahogany Lumber, 4, Raptor Leather, 4, null, null, null, null, Wind Cluster, 2, Ice Cluster, 1),
(685, 50 , null, null, ../../assets/recipe-icons/manor-harpsichord.png, Manor Harpsichord, 1, Manor Varnish, 2, Glazenut, 1, Spruce Lumber, 4, Mahogany Lumber, 4, Cobalt Ingot, 4, null, null, Wind Cluster, 2, Ice Cluster, 1),
(686, 50 , null, null, ../../assets/recipe-icons/manor-timpani.png, Manor Timpani, 1, Manor Varnish, 2, Glazenut, 1, Spruce Lumber, 4, Raptor Leather, 4, Cobalt Rivets, 4, null, null, Wind Cluster, 2, Ice Cluster, 1),
