(1, 1, null, null, ../../assets/recipe-icons/copper-ingot.png, Copper Ingot, 1, Copper Ore, 3, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, null, null),
(794, 60, 150, Master Goldsmith III, ../../assets/recipe-icons/aurum-regis-circlet-of-healing.png, Aurum Regis Circlet of Healing, 1, Aurum Regis Nugget, 2, Chimerical Felt, 1, Hardsilver Ingot, 1, Grade 1 Mind Dissolvent, 1, null, null, null, null, Wind Cluster, 2, Fire Cluster, 1),
(795, 60, 150, Master Goldsmith III, ../../assets/recipe-icons/chrysolite-earrings-of-fending.png, Chrysolite Earrings of Fending, 1, Aurum Regis Nugget, 1, Chrysolite, 3, Grade 1 Vitality Dissolvent, 1, null, null, null, null, null, null, Wind Cluster, 2, Fire Cluster, 1),
(796, 60, 150, Master Goldsmith III, ../../assets/recipe-icons/chrysolite-earrings-of-slaying.png, Chrysolite Earrings of Slaying, 1, Aurum Regis Nugget, 1, Chrysolite, 3, Grade 1 Strength Dissolvent, 1, null, null, null, null, null, null, Wind Cluster, 2, Fire Cluster, 1),
(797, 60, 150, Master Goldsmith III, ../../assets/recipe-icons/chrysolite-earrings-of-aiming.png, Chrysolite Earrings of Aiming, 1, Aurum Regis Nugget, 1, Chrysolite, 3, Grade 1 Dexterity Dissolvent, 1, null, null, null, null, null, null, Wind Cluster, 2, Fire Cluster, 1),
(798, 60, 150, Master Goldsmith III, ../../assets/recipe-icons/chrysolite-earrings-of-healing.png, Chrysolite Earrings of Healing, 1, Aurum Regis Nugget, 1, Chrysolite, 3, Grade 1 Mind Dissolvent, 1, null, null, null, null, null, null, Wind Cluster, 2, Fire Cluster, 1),
(799, 60, 150, Master Goldsmith III, ../../assets/recipe-icons/chrysolite-earrings-of-casting.png, Chrysolite Earrings of Casting, 1, Aurum Regis Nugget, 1, Chrysolite, 3, Grade 1 Intelligence Dissolvent, 1, null, null, null, null, null, null, Wind Cluster, 2, Fire Cluster, 1),
(800, 60, 150, Master Goldsmith III, ../../assets/recipe-icons/chrysolite-bracelet-of-fending.png, Chrysolite Bracelet of Fending, 1, Aurum Regis Nugget, 2, Amphiptere Leather, 2, Chrysolite, 2, Grade 1 Vitality Dissolvent, 1, null, null, null, null, Wind Cluster, 2, Fire Cluster, 1),
(801, 60, 150, Master Goldsmith III, ../../assets/recipe-icons/chrysolite-bracelet-of-slaying.png, Chrysolite Bracelet of Slaying, 1, Aurum Regis Nugget, 2, Amphiptere Leather, 2, Chrysolite, 2, Grade 1 Strength Dissolvent, 1, null, null, null, null, Wind Cluster, 2, Fire Cluster, 1),
(802, 60, 150, Master Goldsmith III, ../../assets/recipe-icons/chrysolite-bracelet-of-aiming.png, Chrysolite Bracelet of Aiming, 1, Aurum Regis Nugget, 2, Amphiptere Leather, 2, Chrysolite, 2, Grade 1 Dexterity Dissolvent, 1, null, null, null, null, Wind Cluster, 2, Fire Cluster, 1),
(803, 60, 150, Master Goldsmith III, ../../assets/recipe-icons/chrysolite-bracelet-of-healing.png, Chrysolite Bracelet of Healing, 1, Aurum Regis Nugget, 2, Amphiptere Leather, 2, Chrysolite, 2, Grade 1 Mind Dissolvent, 1, null, null, null, null, Wind Cluster, 2, Fire Cluster, 1),
(804, 60, 150, Master Goldsmith III, ../../assets/recipe-icons/chrysolite-bracelet-of-casting.png, Chrysolite Bracelet of Casting, 1, Aurum Regis Nugget, 2, Amphiptere Leather, 2, Chrysolite, 2, Grade 1 Intelligence Dissolvent, 1, null, null, null, null, Wind Cluster, 2, Fire Cluster, 1),
(805, 60, 150, Master Goldsmith III, ../../assets/recipe-icons/chrysolite-ring-of-fending.png, Chrysolite Ring of Fending, 1, Aurum Regis Nugget, 1, Chrysolite, 1, Grade 1 Vitality Dissolvent, 1, null, null, null, null, null, null, Wind Cluster, 2, Fire Cluster, 1),
(806, 60, 150, Master Goldsmith III, ../../assets/recipe-icons/chrysolite-ring-of-slaying.png, Chrysolite Ring of Slaying, 1, Aurum Regis Nugget, 1, Chrysolite, 1, Grade 1 Strength Dissolvent, 1, null, null, null, null, null, null, Wind Cluster, 2, Fire Cluster, 1),
(807, 60, 150, Master Goldsmith III, ../../assets/recipe-icons/chrysolite-ring-of-aiming.png, Chrysolite Ring of Aiming, 1, Aurum Regis Nugget, 1, Chrysolite, 1, Grade 1 Dexterity Dissolvent, 1, null, null, null, null, null, null, Wind Cluster, 2, Fire Cluster, 1),
(808, 60, 150, Master Goldsmith III, ../../assets/recipe-icons/chrysolite-ring-of-healing.png, Chrysolite Ring of Healing, 1, Aurum Regis Nugget, 1, Chrysolite, 1, Grade 1 Mind Dissolvent, 1, null, null, null, null, null, null, Wind Cluster, 2, Fire Cluster, 1),
(809, 60, 150, Master Goldsmith III, ../../assets/recipe-icons/chrysolite-ring-of-casting.png, Chrysolite Ring of Casting, 1, Aurum Regis Nugget, 1, Chrysolite, 1, Grade 1 Intelligence Dissolvent, 1, null, null, null, null, null, null, Wind Cluster, 2, Fire Cluster, 1),
(810, 60, null, Master Goldsmith III, ../../assets/recipe-icons/expanse-fountain.png, Expanse Fountain, 1, Bismarck's Baleen, 1, Aurum Regis Nugget, 3, Adamantite Nugget, 3, Cut Stone, 10, Abalathian Spring Water, 3, Fieldcraft Demimateria II, 4, Wind Cluster, 2, Fire Cluster, 1),
(811, 60, null, Master Goldsmith III, ../../assets/recipe-icons/star-sapphire-music-box.png, Star Sapphire Music Box, 1, Aurum Regis Nugget, 4, Aurum Regis Cylinder, 1, Star Sapphire, 1, Hardsilver Ingot, 1, Fieldcraft Demimateria II, 2, null, null, Wind Cluster, 2, Fire Cluster, 1),
(812, 60, null, Master Goldsmith III, ../../assets/recipe-icons/star-ruby-music-box.png, Star Ruby Music Box, 1, Aurum Regis Nugget, 4, Aurum Regis Cylinder, 1, Star Ruby, 1, Hardsilver Ingot, 1, Fieldcraft Demimateria II, 2, null, null, Wind Cluster, 2, Fire Cluster, 1),
(813, 60 , null, Master Goldsmith III, ../../assets/recipe-icons/moogle-miniature.png, Moogle Miniature, 1, Cloud Cotton Boll, 2, Black Soil, 1, Dawnborne Aethersand, 1, null, null, null, null, null, null, Wind Cluster, 2, Fire Cluster, 1),
(814, 60 , null, Master Goldsmith III, ../../assets/recipe-icons/boundless-expanse-fountain.png, Boundless Expanse Fountain, 1, Expanse Baleen, 1, Aurum Regis Nugget, 5, Adamantite Nugget, 5, Cut Stone, 15, Abalathian Spring Water, 5, Fieldcraft Demimateria III, 5, Wind Cluster, 2, Fire Cluster, 1),
(815, 60 , null, Master Goldsmith III, ../../assets/recipe-icons/aurum-regis-ingot.png, Aurum Regis Ingot, 3, Aurum Regis Ore, 2, Aurum Regis Nugget, 1, Violet Quartz, 1, Raziqcoat, 5, null, null, null, null, Wind Cluster, 2, Fire Cluster, 2),
(816, 60 , 170, Master Goldsmith III, ../../assets/recipe-icons/boltmaster's-needle.png, Boltmaster's Needle, 1, Aurum Regis Ingot, 3, Astral Birch Lumber, 1, Crawler Silk, 2, Sun Mica, 1, Leafborne Aethersand, 3, Mastercraft Demimateria, 1, Wind Cluster, 2, Fire Cluster, 2),
(817, 60 , 185, Master Goldsmith III, ../../assets/recipe-icons/sky-pirate's-mask-of-striking.png, Sky Pirate's Mask of Striking, 1, Titanium Alloy Ingot, 1, Pterodactyl Leather, 1, Crystal Glass, 2, Grade 1 Strength Dissolvent, 1, Dawnborne Aethersand, 1, null, null, Wind Cluster, 2, Fire Cluster, 2),
(818, 60 , 185, Master Goldsmith III, ../../assets/recipe-icons/sky-pirate's-mask-of-scouting.png, Sky Pirate's Mask of Scouting, 1, Titanium Alloy Ingot, 1, Pterodactyl Leather, 1, Crystal Glass, 2, Grade 1 Dexterity Dissolvent, 1, Dawnborne Aethersand, 1, null, null, Wind Cluster, 2, Fire Cluster, 2),
(819, 60 , 180, Master Goldsmith III, ../../assets/recipe-icons/aurum-regis-circlet-of-casting.png, Aurum Regis Circlet of Casting, 1, Aurum Regis Ingot, 3, Amphiptere Leather, 1, Mormorion, 1, Grade 2 Intelligence Dissolvent, 1, Landborne Aethersand, 2, null, null, Wind Cluster, 2, Fire Cluster, 2),
(820, 60 , 185, Master Goldsmith III, ../../assets/recipe-icons/sky-pirate's-cap-of-casting.png, Sky Pirate's Cap of Casting, 1, Titanium Alloy Ingot, 1, Pterodactyl Leather, 1, Crystal Glass, 2, Grade 1 Intelligence Dissolvent, 1, Dawnborne Aethersand, 1, null, null, Wind Cluster, 2, Fire Cluster, 2),
(821, 60 , 180, Master Goldsmith III, ../../assets/recipe-icons/aurum-regis-crown-of-healing.png, Aurum Regis Crown of Healing, 1, Aurum Regis Ingot, 3, Amphiptere Leather, 1, Larimar, 1, Grade 2 Mind Dissolvent, 1, Landborne Aethersand, 2, null, null, Wind Cluster, 2, Fire Cluster, 2),
(822, 60 , 185, Master Goldsmith III, ../../assets/recipe-icons/sky-pirate's-cap-of-healing.png, Sky Pirate's Cap of Healing, 1, Titanium Alloy Ingot, 1, Pterodactyl Leather, 1, Crystal Glass, 2, Grade 1 Mind Dissolvent, 1, Dawnborne Aethersand, 1, null, null, Wind Cluster, 2, Fire Cluster, 2),
(823, 60 , 170, Master Goldsmith III, ../../assets/recipe-icons/forgemaster's-goggles.png, Forgemaster's Goggles, 1, Aurum Regis Ingot, 1, Astral Silk, 2, Crawler Silk, 1, Crystal Glass, 2, Landborne Aethersand, 2, Fieldcraft Demimateria III, 3, Wind Cluster, 2, Fire Cluster, 2),
(824, 60 , 170, Master Goldsmith III, ../../assets/recipe-icons/gemmaster's-coronal.png, Gemmaster's Coronal, 1, Aurum Regis Ingot, 3, Hardsilver Ingot, 1, Larimar, 2, Landborne Aethersand, 2, Fieldcraft Demimateria III, 3, null, null, Wind Cluster, 2, Fire Cluster, 2),
(825, 60 , 170, Master Goldsmith III, ../../assets/recipe-icons/cauldronmaster's-spectacles.png, Cauldronmaster's Spectacles, 1, Aurum Regis Ingot, 3, Hardsilver Ingot, 1, Crystal Glass, 2, Landborne Aethersand, 2, Fieldcraft Demimateria III, 3, null, null, Wind Cluster, 2, Fire Cluster, 2),
(826, 60 , 170, Master Goldsmith III, ../../assets/recipe-icons/gemmaster's-chaplets.png, Gemmaster's Chaplets, 1, Aurum Regis Ingot, 3, Hardsilver Ingot, 1, Larimar, 2, Leafborne Aethersand, 2, Fieldcraft Demimateria III, 3, null, null, Wind Cluster, 2, Fire Cluster, 2),
(827, 60 , 170, Master Goldsmith III, ../../assets/recipe-icons/aurum-regis-earrings-of-crafting.png, Aurum Regis Earrings of Crafting, 1, Aurum Regis Ingot, 2, Astral Oil, 1, Landborne Aethersand, 1, Fieldcraft Demimateria III, 2, null, null, null, null, Wind Cluster, 2, Fire Cluster, 2),
(828, 60 , 170, Master Goldsmith III, ../../assets/recipe-icons/aurum-regis-earrings-of-gathering.png, Aurum Regis Earrings of Gathering, 1, Aurum Regis Ingot, 2, Astral Oil, 1, Landborne Aethersand, 1, Fieldcraft Demimateria III, 2, null, null, null, null, Wind Cluster, 2, Fire Cluster, 2),
(829, 60 , null, Master Goldsmith III, ../../assets/recipe-icons/tribunal-flooring.png, Tribunal Flooring, 1, Marble, 7, Black Limestone, 3, Aurum Regis Ingot, 2, Gold Ingot, 2, Mortar, 4, null, null, Wind Cluster, 2, Fire Cluster, 2),
(830, 60 , null, Master Goldsmith III, ../../assets/recipe-icons/faerie-chandelier.png, Faerie Chandelier, 1, Potters Stone, 4, Crystal Glass, 3, Aurum Regis Nugget, 2, Tallow Candle, 3, null, null, null, null, Wind Cluster, 2, Fire Cluster, 2),
(831, 60 , null, Master Goldsmith III, ../../assets/recipe-icons/house-fortemps-chandelier.png, House Fortemps Chandelier, 1, Aurum Regis Ingot, 3, Astral Birch Lumber, 2, Crystal Glass, 3, Tallow Candle, 6, null, null, null, null, Wind Cluster, 2, Fire Cluster, 2),
(832, 60 , null, Master Goldsmith IV, ../../assets/recipe-icons/sewing-needle.png, Sewing Needle, 1, Beastkin Horn, 3, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 7, Fire Crystal, 7),
(833, 60 , 180, Master Goldsmith IV, ../../assets/recipe-icons/endless-expanse-longpole.png, Endless Expanse Longpole, 1, High Mythrite Ingot, 1, Treated Camphorwood Lumber, 2, Eikon Iron Ingot, 2, Expanse Baleen, 1, Battlecraft Demimateria III, 5, null, null, Wind Cluster, 2, Water Cluster, 2),
(834, 60 , 180, Master Goldsmith IV, ../../assets/recipe-icons/dead-hive-longpole.png, Dead Hive Longpole, 1, High Mythrite Ingot, 1, Treated Camphorwood Lumber, 2, Eikon Iron Ingot, 2, Hive Forewing, 1, Battlecraft Demimateria III, 5, null, null, Fire Cluster, 2, Earth Cluster, 2),
(835, 60 , 180, Master Goldsmith IV, ../../assets/recipe-icons/endless-expanse-rapier.png, Endless Expanse Rapier, 1, High Mythrite Ingot, 2, Treated Camphorwood Lumber, 1, Eikon Iron Ingot, 2, Expanse Baleen, 1, Battlecraft Demimateria III, 5, null, null, Wind Cluster, 2, Water Cluster, 2),
(836, 60 , 180, Master Goldsmith IV, ../../assets/recipe-icons/dead-hive-rapier.png, Dead Hive Rapier, 1, High Mythrite Ingot, 2, Treated Camphorwood Lumber, 1, Eikon Iron Ingot, 2, Hive Forewing, 1, Battlecraft Demimateria III, 5, null, null, Fire Cluster, 2, Earth Cluster, 2),
(837, 60 , 180, Master Goldsmith IV, ../../assets/recipe-icons/endless-expanse-astrometer.png, Endless Expanse Astrometer, 1, High Mythrite Ingot, 2, Treated Camphorwood Lumber, 1, Eikon Iron Ingot, 2, Enchanted Aurum Regis Ink, 1, Expanse Baleen, 1, Battlecraft Demimateria III, 5, Wind Cluster, 2, Water Cluster, 2),
(838, 60 , 180, Master Goldsmith IV, ../../assets/recipe-icons/dead-hive-planisphere.png, Dead Hive Planisphere, 1, High Mythrite Ingot, 2, Treated Camphorwood Lumber, 1, Eikon Iron Ingot, 2, Enchanted Aurum Regis Ink, 1, Hive Forewing, 1, Battlecraft Demimateria III, 5, Fire Cluster, 2, Earth Cluster, 2),
(839, 60 , 50, Master Goldsmith IV, ../../assets/recipe-icons/replica-high-allagan-circlet-of-fending.png, Replica High Allagan Circlet of Fending, 1, High Allagan Aetherstone - Headgear, 2, Wootz Ingot, 2, Platinum Ingot, 2, Battlecraft Demimateria III, 3, null, null, null, null, Wind Cluster, 2, Fire Cluster, 2),
(840, 60 , 50, Master Goldsmith IV, ../../assets/recipe-icons/replica-dreadwyrm-coronet-of-fending.png, Replica Dreadwyrm Coronet of Fending, 1, Neo Aetherstone - Headgear, 2, Wootz Ingot, 1, Platinum Ingot, 3, Gold Ingot, 2, Battlecraft Demimateria III, 3, null, null, Wind Cluster, 2, Fire Cluster, 2),
(841, 60 , 50, Master Goldsmith IV, ../../assets/recipe-icons/replica-dreadwyrm-circlet-of-striking.png, Replica Dreadwyrm Circlet of Striking, 1, Neo Aetherstone - Headgear, 2, Arachne Velveteen, 1, Platinum Ingot, 3, Gold Ingot, 2, Battlecraft Demimateria III, 3, null, null, Wind Cluster, 2, Fire Cluster, 2),
(842, 60 , 50, Master Goldsmith IV, ../../assets/recipe-icons/replica-dreadwyrm-circlet-of-scouting.png, Replica Dreadwyrm Circlet of Scouting, 1, Neo Aetherstone - Headgear, 2, Arachne Velveteen, 1, Platinum Ingot, 3, Gold Ingot, 2, Battlecraft Demimateria III, 3, null, null, Wind Cluster, 2, Fire Cluster, 2),
(843, 60 , 50, Master Goldsmith IV, ../../assets/recipe-icons/replica-allagan-circlet-of-casting.png, Replica Allagan Circlet of Casting, 1, Allagan Aetherstone - Headgear, 2, Wootz Ingot, 2, Platinum Ingot, 2, Battlecraft Demimateria III, 3, null, null, null, null, Wind Cluster, 2, Fire Cluster, 2),
(844, 60 , 50, Master Goldsmith IV, ../../assets/recipe-icons/replica-allagan-circlet-of-healing.png, Replica Allagan Circlet of Healing, 1, Allagan Aetherstone - Headgear, 2, Wootz Ingot, 2, Platinum Ingot, 2, Battlecraft Demimateria III, 3, null, null, null, null, Wind Cluster, 2, Fire Cluster, 2),
(845, 60 , 50, Master Goldsmith IV, ../../assets/recipe-icons/replica-high-allagan-circlet-of-healing.png, Replica High Allagan Circlet of Healing, 1, High Allagan Aetherstone - Headgear, 2, Wootz Ingot, 2, Platinum Ingot, 2, Battlecraft Demimateria III, 3, null, null, null, null, Wind Cluster, 2, Fire Cluster, 2),
(846, 60 , null, Master Goldsmith IV, ../../assets/recipe-icons/dinosaur-skull.png, Dinosaur Skull, 1, Dinosaur Fossil, 3, Marble, 2, Titanium Ingot, 1, Hallowed Water, 1, null, null, null, null, Wind Cluster, 2, Fire Cluster, 2),
(847, 60 , null, Master Goldsmith IV, ../../assets/recipe-icons/dinosaur-skeleton.png, Dinosaur Skeleton, 1, Dinosaur Fossil, 5, Marble, 3, Titanium Ingot, 1, Hallowed Water, 1, null, null, null, null, Wind Cluster, 2, Fire Cluster, 2),
(848, 60 , null, Master Goldsmith IV, ../../assets/recipe-icons/dinosaur-tailbone.png, Dinosaur Tailbone, 1, Dinosaur Fossil, 3, Marble, 4, Titanium Ingot, 1, Hallowed Water, 1, null, null, null, null, Wind Cluster, 2, Fire Cluster, 2),
(849, 60 , null, Master Goldsmith IV, ../../assets/recipe-icons/living-arch.png, Living Arch, 1, Cut Stone, 20, Seventh Heaven, 5, Red Moko Grass, 5, Growth Formula Zeta, 3, null, null, null, null, Wind Cluster, 2, Fire Cluster, 2),
(850, 60 , null, Master Goldsmith IV, ../../assets/recipe-icons/table-orchestrion.png, Table Orchestrion, 1, Aurum Regis Ingot, 3, Gold Ingot, 1, Astral Birch Lumber, 1, null, null, null, null, null, null, Wind Cluster, 2, Fire Cluster, 2),
(851, 60 , null, Master Goldsmith IV, ../../assets/recipe-icons/eikon-iron-ingot.png, Eikon Iron Ingot, 1, Eikon Metal, 2, Smithsonite Ore, 3, Iron Ore, 3, null, null, null, null, null, null, Wind Cluster, 3, Fire Cluster, 2),
(852, 60 , 180, Master Goldsmith IV, ../../assets/recipe-icons/seeing-horde-handgonne.png, Seeing Horde Handgonne, 1, High Mythrite Ingot, 2, Treated Camphorwood Lumber, 1, Eikon Iron Ingot, 2, Black Firesand, 1, Nidhogg's Scale, 1, Demicrystal, 5, Wind Cluster, 3, Fire Cluster, 2),
(853, 60 , 50, Master Goldsmith IV, ../../assets/recipe-icons/replica-allagan-scepter.png, Replica Allagan Scepter, 1, Allagan Aetherstone - Weaponry, 2, Wootz Ingot, 2, Ebony Lumber, 1, Platinum Ingot, 3, Crystal Glass, 1, Allagan Catalyst, 2, Wind Cluster, 3, Fire Cluster, 2),
(854, 60 , 180, Master Goldsmith IV, ../../assets/recipe-icons/staff-of-the-round.png, Staff of the Round, 1, High Mythrite Ingot, 2, Eikon Iron Ingot, 2, Platinum Ingot, 3, Luminous Fiber, 3, Battlecraft Demimateria III, 5, null, null, Wind Cluster, 3, Fire Cluster, 2),
(855, 60 , 180, Master Goldsmith IV, ../../assets/recipe-icons/staff-of-the-fiend.png, Staff of the Fiend, 1, High Mythrite Ingot, 1, Treated Camphorwood Lumber, 2, Eikon Iron Ingot, 2, Fiend Sap, 1, Battlecraft Demimateria III, 5, null, null, Wind Cluster, 3, Fire Cluster, 2),
(856, 60 , 180, Master Goldsmith IV, ../../assets/recipe-icons/seeing-horde-rod.png, Seeing Horde Rod, 1, High Mythrite Ingot, 1, Treated Camphorwood Lumber, 3, Eikon Iron Ingot, 1, Nidhogg's Scale, 1, Demicrystal, 5, null, null, Wind Cluster, 3, Fire Cluster, 2),
(857, 60 , 180, Master Goldsmith IV, ../../assets/recipe-icons/pole-of-the-goddess.png, Pole of the Goddess, 1, High Mythrite Ingot, 1, Treated Camphorwood Lumber, 2, Eikon Iron Ingot, 2, Sophic Bead Fragment, 1, Demicrystal, 5, null, null, Wind Cluster, 3, Fire Cluster, 2),
(858, 60 , 180, Master Goldsmith IV, ../../assets/recipe-icons/staff-of-the-demon.png, Staff of the Demon, 1, High Mythrite Ingot, 1, Treated Camphorwood Lumber, 3, Eikon Iron Ingot, 1, Zurvanite Carapace Fragment, 1, Demicrystal, 5, null, null, Wind Cluster, 3, Fire Cluster, 2),
(859, 60 , 50, Master Goldsmith IV, ../../assets/recipe-icons/replica-high-allagan-staff.png, Replica High Allagan Staff, 1, High Allagan Aetherstone - Weaponry, 2, Wootz Ingot, 2, Ebony Lumber, 1, Platinum Ingot, 3, Crystal Glass, 1, Allagan Catalyst, 2, Wind Cluster, 3, Fire Cluster, 2),
(860, 60 , 50, Master Goldsmith IV, ../../assets/recipe-icons/replica-allagan-rod.png, Replica Allagan Rod, 1, Allagan Aetherstone - Weaponry, 2, Wootz Ingot, 3, Ebony Lumber, 1, Platinum Ingot, 2, Crystal Glass, 1, Allagan Catalyst, 2, Wind Cluster, 3, Fire Cluster, 2),
(861, 60 , 180, Master Goldsmith IV, ../../assets/recipe-icons/rapier-of-the-round.png, Rapier of the Round, 1, High Mythrite Ingot, 3, Eikon Iron Ingot, 1, Platinum Ingot, 3, Luminous Fiber, 3, Battlecraft Demimateria III, 5, null, null, Wind Cluster, 3, Fire Cluster, 2),
(862, 60 , 180, Master Goldsmith IV, ../../assets/recipe-icons/rapier-of-the-fiend.png, Rapier of the Fiend, 1, High Mythrite Ingot, 2, Treated Camphorwood Lumber, 1, Eikon Iron Ingot, 2, Fiend Sap, 1, Battlecraft Demimateria III, 5, null, null, Wind Cluster, 3, Fire Cluster, 2),
(863, 60 , 180, Master Goldsmith IV, ../../assets/recipe-icons/seeing-horde-rapier.png, Seeing Horde Rapier, 1, High Mythrite Ingot, 2, Eikon Leather, 1, Eikon Iron Ingot, 2, Nidhogg's Scale, 1, Demicrystal, 5, null, null, Wind Cluster, 3, Fire Cluster, 2),
(864, 60 , 180, Master Goldsmith IV, ../../assets/recipe-icons/rapier-of-the-goddess.png, Rapier of the Goddess, 1, High Mythrite Ingot, 2, Eikon Iron Ingot, 3, Sophic Bead Fragment, 1, Demicrystal, 5, null, null, null, null, Wind Cluster, 3, Fire Cluster, 2),
