(1, 1, null, null, ../../assets/recipe-icons/blacksmith/bronze-ingot.png, Bronze Ingot, 1, Copper Ore, 2, Tin Ore, 1, null, null, null, null, null, null, null, null, Fire Shard, 1, null, null),
(692, 60 , 195, Master Blacksmith IV, ../../assets/recipe-icons/blacksmith/high-mythrite-mortar.png, High Mythrite Mortar, 1, Luminous Fiber, 3, High Mythrite Ingot, 2, Treated Camphorwood Lumber, 1, Wolfram Ingot, 1, Gold Ingot, 1, Mastercraft Demimateria, 1, Fire Cluster, 3, Earth Cluster, 2),
(693, 60 , 195, Master Blacksmith IV, ../../assets/recipe-icons/blacksmith/high-mythrite-culinary-knife.png, High Mythrite Culinary Knife, 1, Luminous Fiber, 3, High Mythrite Ingot, 2, Treated Camphorwood Lumber, 1, Wolfram Ingot, 1, Gold Ingot, 1, Mastercraft Demimateria, 1, Fire Cluster, 3, Earth Cluster, 2),
(694, 60 , 195, Master Blacksmith IV, ../../assets/recipe-icons/blacksmith/high-mythrite-pickaxe.png, High Mythrite Pickaxe, 1, Luminous Fiber, 3, High Mythrite Ingot, 3, Treated Camphorwood Lumber, 1, Wolfram Ingot, 1, Gold Ingot, 1, Mastercraft Demimateria, 1, Fire Cluster, 3, Earth Cluster, 2),
(695, 60 , 195, Master Blacksmith IV, ../../assets/recipe-icons/blacksmith/high-mythrite-sledgehammer.png, High Mythrite Sledgehammer, 1, Luminous Fiber, 3, High Mythrite Ingot, 2, Treated Camphorwood Lumber, 1, Wolfram Ingot, 1, Gold Ingot, 1, Mastercraft Demimateria, 1, Fire Cluster, 3, Earth Cluster, 2),
(696, 60 , 195, Master Blacksmith IV, ../../assets/recipe-icons/blacksmith/high-mythrite-hatchet.png, High Mythrite Hatchet, 1, Luminous Fiber, 3, High Mythrite Ingot, 2, Treated Camphorwood Lumber, 2, Wolfram Ingot, 1, Gold Ingot, 1, Mastercraft Demimateria, 1, Fire Cluster, 3, Earth Cluster, 2),
(697, 60 , 195, Master Blacksmith IV, ../../assets/recipe-icons/blacksmith/high-mythrite-scythe.png, High Mythrite Scythe, 1, Luminous Fiber, 3, High Mythrite Ingot, 2, Treated Camphorwood Lumber, 1, Wolfram Ingot, 1, Gold Ingot, 1, Mastercraft Demimateria, 1, Fire Cluster, 3, Earth Cluster, 2),
(698, 60 , null, Master Blacksmith IV, ../../assets/recipe-icons/blacksmith/heavy-metal-ingot.png, Heavy Metal Ingot, 1, Tungstite, 3, Titanium Carbide, 2, Wolfram Ingot, 2, null, null, null, null, null, null, Fire Cluster, 3, Earth Cluster, 3),
(699, 60 , 250, Master Blacksmith IV, ../../assets/recipe-icons/blacksmith/heavy-metal-longsword.png, Heavy Metal Longsword, 1, Heavy Metal Ingot, 2, Scintillant Ingot, 1, Saurian Leather, 1, Battlecraft Demimateria III, 3, Demicrystal, 4, null, null, Fire Cluster, 3, Earth Cluster, 3),
(700, 60 , 250, Master Blacksmith IV, ../../assets/recipe-icons/blacksmith/heavy-metal-war-axe.png, Heavy Metal War Axe, 1, Heavy Metal Ingot, 3, Teak Lumber, 1, Scintillant Ingot, 1, Saurian Leather, 2, Battlecraft Demimateria III, 4, Demicrystal, 5, Fire Cluster, 3, Earth Cluster, 3),
(701, 60 , 250, Master Blacksmith IV, ../../assets/recipe-icons/blacksmith/heavy-metal-greatsword.png, Heavy Metal Greatsword, 1, Heavy Metal Ingot, 4, Scintillant Ingot, 1, Ancient Lumber, 1, Saurian Leather, 1, Battlecraft Demimateria III, 4, Demicrystal, 5, Fire Cluster, 3, Earth Cluster, 3),
(702, 60 , 250, Master Blacksmith IV, ../../assets/recipe-icons/blacksmith/heavy-metal-claws.png, Heavy Metal Claws, 1, Heavy Metal Ingot, 3, Scintillant Ingot, 2, Ancient Lumber, 1, Saurian Leather, 1, Battlecraft Demimateria III, 4, Demicrystal, 5, Fire Cluster, 3, Earth Cluster, 3),
(703, 60 , 250, Master Blacksmith IV, ../../assets/recipe-icons/blacksmith/heavy-metal-daggers.png, Heavy Metal Daggers, 1, Heavy Metal Ingot, 3, Scintillant Ingot, 2, Cashmere Cloth, 2, Battlecraft Demimateria III, 4, Demicrystal, 5, null, null, Fire Cluster, 3, Earth Cluster, 3),
(704, 60 , 250, Master Blacksmith IV, ../../assets/recipe-icons/blacksmith/heavy-metal-culverin.png, Heavy Metal Culverin, 1, Heavy Metal Ingot, 3, Scintillant Ingot, 2, Ancient Lumber, 1, Battlecraft Demimateria III, 4, Demicrystal, 5, Black Firesand, 1, Fire Cluster, 3, Earth Cluster, 3),
(705, 70 , null, Master Blacksmith IV, ../../assets/recipe-icons/blacksmith/pure-titanium-plate.png, Pure Titanium Plate, 1, Pure Titanium Ore, 3, Coke, 9, null, null, null, null, null, null, null, null, Fire Crystal, 6, Earth Crystal, 6),
(706, 70 , null, Master Blacksmith V, ../../assets/recipe-icons/blacksmith/chromite-ingot.png, Chromite Ingot, 1, Chromite Ore, 4, Molybdenum Ingot, 1, Bone Charcoal, 2, null, null, null, null, null, null, Fire Cluster, 2, Earth Cluster, 2),
(707, 70 , 320, Master Blacksmith V, ../../assets/recipe-icons/blacksmith/chromite-sword.png, Chromite Sword, 1, Chromite Ingot, 2, Palladium Ingot, 1, Gazelle Leather, 1, Everborn Aethersand, 2, Grade 2 Reisui of Vitality, 2, null, null, Fire Cluster, 2, Earth Cluster, 2),
(708, 70 , 320, Master Blacksmith V, ../../assets/recipe-icons/blacksmith/chromite-axe.png, Chromite Axe, 1, Chromite Ingot, 2, Torreya Lumber, 2, Molybdenum Ingot, 1, Everborn Aethersand, 3, Grade 2 Reisui of Vitality, 3, null, null, Fire Cluster, 2, Earth Cluster, 2),
(709, 70 , 320, Master Blacksmith V, ../../assets/recipe-icons/blacksmith/chromite-greatsword.png, Chromite Greatsword, 1, Chromite Ingot, 3, Palladium Ingot, 1, Gazelle Leather, 1, Everborn Aethersand, 3, Grade 2 Reisui of Vitality, 3, null, null, Fire Cluster, 2, Earth Cluster, 2),
(710, 70 , 320, Master Blacksmith V, ../../assets/recipe-icons/blacksmith/chromite-knuckles.png, Chromite Knuckles, 1, Chromite Ingot, 2, Torreya Lumber, 1, Palladium Ingot, 1, Everborn Aethersand, 3, Grade 2 Reisui of Strength, 3, null, null, Fire Cluster, 2, Earth Cluster, 2),
(711, 70 , 320, Master Blacksmith V, ../../assets/recipe-icons/blacksmith/chromite-uchigatana.png, Chromite Uchigatana, 1, Chromite Ingot, 3, Torreya Lumber, 1, Palladium Ingot, 1, Slate Whetstone, 1, Everborn Aethersand, 3, Grade 2 Reisui of Strength, 3, Fire Cluster, 2, Earth Cluster, 2),
(712, 70 , 320, Master Blacksmith V, ../../assets/recipe-icons/blacksmith/chromite-daggers.png, Chromite Daggers, 1, Chromite Ingot, 3, Torreya Lumber, 1, Palladium Ingot, 1, Everborn Aethersand, 3, Grade 2 Reisui of Dexterity, 3, null, null, Fire Cluster, 2, Earth Cluster, 2),
(713, 70 , 320, Master Blacksmith V, ../../assets/recipe-icons/blacksmith/chromite-arquebus.png, Chromite Arquebus, 1, Chromite Ingot, 2, Torreya Lumber, 1, Palladium Ingot, 1, Black Firesand, 1, Everborn Aethersand, 3, Grade 2 Reisui of Dexterity, 3, Fire Cluster, 2, Earth Cluster, 2),
(714, 70 , 325, Master Blacksmith V, ../../assets/recipe-icons/blacksmith/ala-mhigan-saw.png, Ala Mhigan Saw, 1, Snailfish Oil, 3, Chromite Ingot, 1, Zelkova Lumber, 1, Everborn Aethersand, 1, Mastercraft Demimateria, 3, null, null, Fire Cluster, 2, Earth Cluster, 2),
(715, 70 , 325, Master Blacksmith V, ../../assets/recipe-icons/blacksmith/ala-mhigan-cross-pein-hammer.png, Ala Mhigan Cross-pein Hammer, 1, Snailfish Oil, 3, Chromite Ingot, 1, Zelkova Lumber, 1, Everbright Aethersand, 1, Mastercraft Demimateria, 3, null, null, Fire Cluster, 2, Earth Cluster, 2),
(716, 70 , 325, Master Blacksmith V, ../../assets/recipe-icons/blacksmith/ala-mhigan-raising-hammer.png, Ala Mhigan Raising Hammer, 1, Snailfish Oil, 3, Chromite Ingot, 1, Gazelle Leather, 1, Everbright Aethersand, 1, Mastercraft Demimateria, 3, null, null, Fire Cluster, 2, Earth Cluster, 2),
(717, 70 , 325, Master Blacksmith V, ../../assets/recipe-icons/blacksmith/ala-mhigan-lapidary-hammer.png, Ala Mhigan Lapidary Hammer, 1, Snailfish Oil, 3, Chromite Ingot, 1, Palladium Nugget, 1, Everbright Aethersand, 1, Mastercraft Demimateria, 3, null, null, Fire Cluster, 2, Earth Cluster, 2),
(718, 70 , 325, Master Blacksmith V, ../../assets/recipe-icons/blacksmith/ala-mhigan-round-knife.png, Ala Mhigan Round Knife, 1, Snailfish Oil, 3, Chromite Ingot, 1, Gazelle Leather, 1, Everdeep Aethersand, 1, Mastercraft Demimateria, 3, null, null, Fire Cluster, 2, Earth Cluster, 2),
(719, 70 , 325, Master Blacksmith V, ../../assets/recipe-icons/blacksmith/ala-mhigan-pickaxe.png, Ala Mhigan Pickaxe, 1, Snailfish Oil, 3, Chromite Ingot, 1, Palladium Nugget, 1, Everbright Aethersand, 1, Mastercraft Demimateria, 3, null, null, Fire Cluster, 2, Earth Cluster, 2),
(720, 70 , 325, Master Blacksmith V, ../../assets/recipe-icons/blacksmith/ala-mhigan-hatchet.png, Ala Mhigan Hatchet, 1, Snailfish Oil, 3, Chromite Ingot, 1, Palladium Nugget, 1, Everborn Aethersand, 1, Mastercraft Demimateria, 3, null, null, Fire Cluster, 2, Earth Cluster, 2),
(721, 70 , 290, Master Blacksmith VI, ../../assets/recipe-icons/blacksmith/shinryu's-ephemeral-longsword.png, Shinryu's Ephemeral Longsword, 1, Chromite Ingot, 2, Palladium Ingot, 1, Molybdenum Ingot, 1, Shinryu's Scale, 1, Demicrystal, 3, null, null, Fire Cluster, 2, Earth Cluster, 2),
(722, 70 , 290, Master Blacksmith VI, ../../assets/recipe-icons/blacksmith/tsukuyomi's-moonlit-longsword.png, Tsukuyomi's Moonlit Longsword, 1, Chromite Ingot, 2, Torreya Lumber, 1, Molybdenum Ingot, 1, Celestial Kimono Remnant, 1, Demicrystal, 3, null, null, Fire Crystal, 7, Earth Crystal, 7),
(723, 70 , 290, Master Blacksmith VI, ../../assets/recipe-icons/blacksmith/suzaku's-flame-kissed-longsword.png, Suzaku's Flame-kissed Longsword, 1, Chromite Ingot, 2, Palladium Ingot, 1, Molybdenum Ingot, 1, Scarlet Tailfeather, 1, Demicrystal, 3, null, null, Fire Crystal, 7, Earth Crystal, 7),
(724, 70 , 290, Master Blacksmith VI, ../../assets/recipe-icons/blacksmith/seiryu's-sanctified-longsword.png, Seiryu's Sanctified Longsword, 1, Chromite Ingot, 2, True Griffin Leather, 1, Palladium Nugget, 1, Seiryu's Scale, 1, Demicrystal, 3, null, null, Fire Crystal, 7, Earth Crystal, 7),
(725, 70 , 290, Master Blacksmith VI, ../../assets/recipe-icons/blacksmith/byakko's-enspirited-stone-sword.png, Byakko's Enspirited Stone Sword, 1, Chromite Ingot, 2, True Griffin Leather, 1, Palladium Nugget, 1, Byakko's Mane, 1, Demicrystal, 3, null, null, Fire Crystal, 7, Earth Crystal, 7),
(726, 70 , 290, Master Blacksmith VI, ../../assets/recipe-icons/blacksmith/shinryu's-ephemeral-war-axe.png, Shinryu's Ephemeral War Axe, 1, Chromite Ingot, 3, Torreya Lumber, 2, Molybdenum Ingot, 2, Shinryu's Scale, 1, Demicrystal, 5, null, null, Fire Cluster, 2, Earth Cluster, 2),
(727, 70 , 290, Master Blacksmith VI, ../../assets/recipe-icons/blacksmith/tsukuyomi's-moonlit-greataxe.png, Tsukuyomi's Moonlit Greataxe, 1, Chromite Ingot, 3, Palladium Ingot, 2, Palladium Nugget, 2, Celestial Kimono Remnant, 1, Demicrystal, 5, null, null, Fire Crystal, 7, Earth Crystal, 7),
(728, 70 , 290, Master Blacksmith VI, ../../assets/recipe-icons/blacksmith/suzaku's-flame-kissed-greataxe.png, Suzaku's Flame-kissed Greataxe, 1, Chromite Ingot, 3, Torreya Lumber, 2, Molybdenum Ingot, 2, Scarlet Tailfeather, 1, Demicrystal, 5, null, null, Fire Crystal, 7, Earth Crystal, 7),
(729, 70 , 290, Master Blacksmith VI, ../../assets/recipe-icons/blacksmith/seiryu's-sanctified-war-axe.png, Seiryu's Sanctified War Axe, 1, Chromite Ingot, 3, True Griffin Leather, 2, Palladium Nugget, 2, Seiryu's Scale, 1, Demicrystal, 5, null, null, Fire Crystal, 7, Earth Crystal, 7),
(730, 70 , 290, Master Blacksmith VI, ../../assets/recipe-icons/blacksmith/byakko's-enspirited-greataxe.png, Byakko's Enspirited Greataxe, 1, Chromite Ingot, 4, True Griffin Leather, 1, Palladium Nugget, 2, Byakko's Mane, 1, Demicrystal, 5, null, null, Fire Crystal, 7, Earth Crystal, 7),
(731, 70 , 290, Master Blacksmith VI, ../../assets/recipe-icons/blacksmith/shinryu's-ephemeral-greatsword.png, Shinryu's Ephemeral Greatsword, 1, Chromite Ingot, 3, True Griffin Leather, 2, Molybdenum Ingot, 2, Shinryu's Scale, 1, Demicrystal, 5, null, null, Fire Cluster, 2, Earth Cluster, 2),
(732, 70 , 290, Master Blacksmith VI, ../../assets/recipe-icons/blacksmith/tsukuyomi's-moonlit-odachi.png, Tsukuyomi's Moonlit Odachi, 1, Chromite Ingot, 3, Torreya Lumber, 2, Molybdenum Ingot, 2, Celestial Kimono Remnant, 1, Demicrystal, 5, null, null, Fire Crystal, 7, Earth Crystal, 7),
(733, 70 , 290, Master Blacksmith VI, ../../assets/recipe-icons/blacksmith/suzaku's-flame-kissed-odachi.png, Suzaku's Flame-kissed Odachi, 1, Chromite Ingot, 3, Torreya Lumber, 2, Molybdenum Ingot, 2, Scarlet Tailfeather, 1, Demicrystal, 5, null, null, Fire Crystal, 7, Earth Crystal, 7),
(734, 70 , 290, Master Blacksmith VI, ../../assets/recipe-icons/blacksmith/seiryu's-sanctified-spine.png, Seiryu's Sanctified Spine, 1, Chromite Ingot, 3, Palladium Ingot, 2, Molybdenum Ingot, 2, Seiryu's Scale, 1, Demicrystal, 5, null, null, Fire Crystal, 7, Earth Crystal, 7),
(735, 70 , 290, Master Blacksmith VI, ../../assets/recipe-icons/blacksmith/byakko's-enspirited-greatsword.png, Byakko's Enspirited Greatsword, 1, Chromite Ingot, 4, Palladium Ingot, 1, Molybdenum Ingot, 2, Byakko's Mane, 1, Demicrystal, 5, null, null, Fire Crystal, 7, Earth Crystal, 7),
(736, 70 , 290, Master Blacksmith VI, ../../assets/recipe-icons/blacksmith/shinryu's-ephemeral-gunblade.png, Shinryu's Ephemeral Gunblade, 1, Chromite Ingot, 3, Palladium Ingot, 2, Molybdenum Ingot, 2, Shinryu's Scale, 1, Demicrystal, 5, null, null, Fire Cluster, 2, Earth Cluster, 2),
(737, 70 , 290, Master Blacksmith VI, ../../assets/recipe-icons/blacksmith/tsukuyomi's-moonlit-lance.png, Tsukuyomi's Moonlit Lance, 1, Chromite Ingot, 3, Palladium Ingot, 2, Molybdenum Ingot, 2, Celestial Kimono Remnant, 1, Demicrystal, 5, null, null, Fire Crystal, 7, Earth Crystal, 7),
(738, 70 , 290, Master Blacksmith VI, ../../assets/recipe-icons/blacksmith/suzaku's-flame-kissed-lance.png, Suzaku's Flame-kissed Lance, 1, Chromite Ingot, 3, Torreya Lumber, 2, Palladium Nugget, 2, Scarlet Tailfeather, 1, Demicrystal, 5, null, null, Fire Crystal, 7, Earth Crystal, 7),
(739, 70 , 290, Master Blacksmith VI, ../../assets/recipe-icons/blacksmith/seiryu's-sanctified-lance.png, Seiryu's Sanctified Lance, 1, Chromite Ingot, 3, True Griffin Leather, 2, Molybdenum Ingot, 2, Seiryu's Scale, 1, Demicrystal, 5, null, null, Fire Crystal, 7, Earth Crystal, 7),
(740, 70 , 290, Master Blacksmith VI, ../../assets/recipe-icons/blacksmith/shinryu's-ephemeral-claws.png, Shinryu's Ephemeral Claws, 1, Chromite Ingot, 3, True Griffin Leather, 2, Molybdenum Ingot, 2, Shinryu's Scale, 1, Demicrystal, 5, null, null, Fire Cluster, 2, Earth Cluster, 2),
(741, 70 , 290, Master Blacksmith VI, ../../assets/recipe-icons/blacksmith/tsukuyomi's-moonlit-crescents.png, Tsukuyomi's Moonlit Crescents, 1, Chromite Ingot, 3, Torreya Lumber, 2, Molybdenum Ingot, 2, Celestial Kimono Remnant, 1, Demicrystal, 5, null, null, Fire Crystal, 7, Earth Crystal, 7),
(742, 70 , 290, Master Blacksmith VI, ../../assets/recipe-icons/blacksmith/suzaku's-flame-kissed-pinions.png, Suzaku's Flame-kissed Pinions, 1, Chromite Ingot, 3, Torreya Lumber, 2, Palladium Nugget, 2, Scarlet Tailfeather, 1, Demicrystal, 5, null, null, Fire Crystal, 7, Earth Crystal, 7),
(743, 70 , 290, Master Blacksmith VI, ../../assets/recipe-icons/blacksmith/seiryu's-sanctified-tekko.png, Seiryu's Sanctified Tekko, 1, Chromite Ingot, 3, True Griffin Leather, 2, Molybdenum Ingot, 2, Seiryu's Scale, 1, Demicrystal, 5, null, null, Fire Crystal, 7, Earth Crystal, 7),
(744, 70 , 290, Master Blacksmith VI, ../../assets/recipe-icons/blacksmith/byakko's-enspirited-fists.png, Byakko's Enspirited Fists, 1, Chromite Ingot, 4, True Griffin Leather, 1, Molybdenum Ingot, 2, Byakko's Mane, 1, Demicrystal, 5, null, null, Fire Crystal, 7, Earth Crystal, 7),
(745, 70 , 290, Master Blacksmith VI, ../../assets/recipe-icons/blacksmith/shinryu's-ephemeral-katana.png, Shinryu's Ephemeral Katana, 1, Chromite Ingot, 3, Torreya Lumber, 2, Molybdenum Ingot, 2, Shinryu's Scale, 1, Demicrystal, 5, null, null, Fire Cluster, 2, Earth Cluster, 2),
(746, 70 , 290, Master Blacksmith VI, ../../assets/recipe-icons/blacksmith/tsukuyomi's-moonlit-chokuto.png, Tsukuyomi's Moonlit Chokuto, 1, Chromite Ingot, 3, Palladium Ingot, 2, Molybdenum Ingot, 2, Celestial Kimono Remnant, 1, Demicrystal, 5, null, null, Fire Crystal, 7, Earth Crystal, 7),
(747, 70 , 290, Master Blacksmith VI, ../../assets/recipe-icons/blacksmith/suzaku's-flame-kissed-chokuto.png, Suzaku's Flame-kissed Chokuto, 1, Chromite Ingot, 3, Torreya Lumber, 2, Molybdenum Ingot, 2, Scarlet Tailfeather, 1, Demicrystal, 5, null, null, Fire Crystal, 7, Earth Crystal, 7),
(748, 70 , 290, Master Blacksmith VI, ../../assets/recipe-icons/blacksmith/seiryu's-sanctified-katana.png, Seiryu's Sanctified Katana, 1, Chromite Ingot, 3, True Griffin Leather, 2, Molybdenum Ingot, 2, Seiryu's Scale, 1, Demicrystal, 5, null, null, Fire Crystal, 7, Earth Crystal, 7),
(749, 70 , 290, Master Blacksmith VI, ../../assets/recipe-icons/blacksmith/byakko's-enspirited-katana.png, Byakko's Enspirited Katana, 1, Chromite Ingot, 4, True Griffin Leather, 1, Molybdenum Ingot, 2, Byakko's Mane, 1, Demicrystal, 5, null, null, Fire Crystal, 7, Earth Crystal, 7),
(750, 70 , 290, Master Blacksmith VI, ../../assets/recipe-icons/blacksmith/shinryu's-ephemeral-daggers.png, Shinryu's Ephemeral Daggers, 1, Chromite Ingot, 3, True Griffin Leather, 2, Palladium Nugget, 2, Shinryu's Scale, 1, Demicrystal, 5, null, null, Fire Cluster, 2, Earth Cluster, 2),
(751, 70 , 290, Master Blacksmith VI, ../../assets/recipe-icons/blacksmith/tsukuyomi's-moonlit-kunai.png, Tsukuyomi's Moonlit Kunai, 1, Chromite Ingot, 3, Torreya Lumber, 2, Molybdenum Ingot, 2, Celestial Kimono Remnant, 1, Demicrystal, 5, null, null, Fire Crystal, 7, Earth Crystal, 7),
(752, 70 , 290, Master Blacksmith VI, ../../assets/recipe-icons/blacksmith/suzaku's-flame-kissed-kunai.png, Suzaku's Flame-kissed Kunai, 1, Chromite Ingot, 3, Torreya Lumber, 2, Molybdenum Ingot, 2, Scarlet Tailfeather, 1, Demicrystal, 5, null, null, Fire Crystal, 7, Earth Crystal, 7),
(753, 70 , 290, Master Blacksmith VI, ../../assets/recipe-icons/blacksmith/seiryu's-sanctified-daggers.png, Seiryu's Sanctified Daggers, 1, Chromite Ingot, 3, True Griffin Leather, 2, Molybdenum Ingot, 2, Seiryu's Scale, 1, Demicrystal, 5, null, null, Fire Crystal, 7, Earth Crystal, 7),
(754, 70 , 290, Master Blacksmith VI, ../../assets/recipe-icons/blacksmith/byakko's-enspirited-handscythes.png, Byakko's Enspirited Handscythes, 1, Chromite Ingot, 4, True Griffin Leather, 1, Molybdenum Ingot, 2, Byakko's Mane, 1, Demicrystal, 5, null, null, Fire Crystal, 7, Earth Crystal, 7),
(755, 70 , 290, Master Blacksmith VI, ../../assets/recipe-icons/blacksmith/shinryu's-ephemeral-greatbow.png, Shinryu's Ephemeral Greatbow, 1, Chromite Ingot, 3, Torreya Lumber, 2, Palladium Nugget, 2, Shinryu's Scale, 1, Demicrystal, 5, null, null, Fire Cluster, 2, Earth Cluster, 2),
(756, 70 , 290, Master Blacksmith VI, ../../assets/recipe-icons/blacksmith/shinryu's-ephemeral-revolver.png, Shinryu's Ephemeral Revolver, 1, Chromite Ingot, 3, Palladium Ingot, 2, Molybdenum Ingot, 2, Shinryu's Scale, 1, Demicrystal, 5, null, null, Fire Cluster, 2, Earth Cluster, 2),
(757, 70 , 290, Master Blacksmith VI, ../../assets/recipe-icons/blacksmith/tsukuyomi's-moonlit-revolver.png, Tsukuyomi's Moonlit Revolver, 1, Chromite Ingot, 3, Palladium Ingot, 2, Palladium Nugget, 2, Celestial Kimono Remnant, 1, Demicrystal, 5, null, null, Fire Crystal, 7, Earth Crystal, 7),
(758, 70 , 290, Master Blacksmith VI, ../../assets/recipe-icons/blacksmith/suzaku's-flame-kissed-revolver.png, Suzaku's Flame-kissed Revolver, 1, Chromite Ingot, 3, Palladium Ingot, 2, Palladium Nugget, 2, Scarlet Tailfeather, 1, Demicrystal, 5, null, null, Fire Crystal, 7, Earth Crystal, 7),
(759, 70 , 290, Master Blacksmith VI, ../../assets/recipe-icons/blacksmith/seiryu's-sanctified-revolver.png, Seiryu's Sanctified Revolver, 1, Chromite Ingot, 3, Rhea Cloth, 2, Molybdenum Ingot, 2, Seiryu's Scale, 1, Demicrystal, 5, null, null, Fire Crystal, 7, Earth Crystal, 7),
(760, 70 , 290, Master Blacksmith VI, ../../assets/recipe-icons/blacksmith/byakko's-enspirited-revolver.png, Byakko's Enspirited Revolver, 1, Chromite Ingot, 3, Palladium Ingot, 2, Molybdenum Ingot, 2, Byakko's Mane, 1, Demicrystal, 5, null, null, Fire Crystal, 7, Earth Crystal, 7),
(761, 70 , 290, Master Blacksmith VI, ../../assets/recipe-icons/blacksmith/shinryu's-ephemeral-chakrams.png, Shinryu's Ephemeral Chakrams, 1, Chromite Ingot, 3, Palladium Ingot, 2, Palladium Nugget, 2, Shinryu's Scale, 1, Demicrystal, 5, null, null, Fire Cluster, 2, Earth Cluster, 2),
(762, 70 , null, Master Blacksmith VI, ../../assets/recipe-icons/blacksmith/private-moai.png, Private Moai, 1, Colossus Slab, 2, Royal Fern, 1, Chromite Ingot, 2, null, null, null, null, null, null, Fire Crystal, 7, Earth Crystal, 7),
(763, 70 , null, Master Blacksmith VI, ../../assets/recipe-icons/blacksmith/bomb-stove.png, Bomb Stove, 1, Chromite Ingot, 2, Cobalt Ingot, 2, Granite, 4, Bomb Ash, 4, null, null, null, null, Fire Cluster, 2, Earth Cluster, 2),
(764, 70 , null, Master Blacksmith VI, ../../assets/recipe-icons/blacksmith/nightsteel-ingot.png, Nightsteel Ingot, 2, Nightsteel Ore, 4, Thavnairian Abrasive, 2, High Steel Ingot, 1, null, null, null, null, null, null, Fire Cluster, 2, Earth Cluster, 2),
