(1, 1, null, null, ../../assets/recipe-icons/weaver/hempen-yarn.png, Hempen Yarn, 2, Moko Grass, 2, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 1, null, null),
(898, 70 , 1, Master Weaver VI, ../../assets/recipe-icons/weaver/boulevardier's-ruffled-shirt.png, Boulevardier's Ruffled Shirt, 1, Boutique Batiste, 2, True Linen, 2, Twinsilk, 1, Palladium Nugget, 1, null, null, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(899, 70 , 1, Master Weaver VI, ../../assets/recipe-icons/weaver/quaintrelle's-ruffled-dress.png, Quaintrelle's Ruffled Dress, 1, Cloth Cointe Quaint, 1, Leather Cointe Quaint, 1, True Linen, 2, Mormorion, 1, null, null, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(900, 70 , 1, Master Weaver VI, ../../assets/recipe-icons/weaver/boulevardier's-ruffled-pantaloons.png, Boulevardier's Ruffled Pantaloons, 1, Boutique Batiste, 1, Boutique Boarded Leather, 1, True Linen, 2, Palladium Nugget, 1, null, null, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(901, 70 , 1, Master Weaver VI, ../../assets/recipe-icons/weaver/quaintrelle's-ruffled-skirt.png, Quaintrelle's Ruffled Skirt, 1, Cloth Cointe Quaint, 2, True Linen, 2, Twinthread, 1, null, null, null, null, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(902, 70 , null, Master Weaver VI, ../../assets/recipe-icons/weaver/wind-up-sadu.png, Wind-up Sadu, 1, Dotharli Cloth, 1, Royal Fern, 1, Twinsilk, 1, Worsted Yarn, 1, null, null, null, null, Lightning Shard, 10, Wind Shard, 9),
(903, 70 , null, Master Weaver VI, ../../assets/recipe-icons/weaver/wind-up-magnai.png, Wind-up Magnai, 1, Oroniri Cloth, 1, Royal Fern, 1, Twinsilk, 1, Worsted Yarn, 1, null, null, null, null, Lightning Shard, 10, Wind Shard, 9),
(904, 70 , null, Master Weaver VI, ../../assets/recipe-icons/weaver/house-borel-interior-wall.png, House Borel Interior Wall, 1, Rhea Cloth, 2, Hallowed Ramie Cloth, 6, Twinthread, 4, Mortar, 4, null, null, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(905, 70 , null, Master Weaver VI, ../../assets/recipe-icons/weaver/picnic-set.png, Picnic Set, 1, Steppe Tea, 3, Finger Sandwich, 3, Kudzu Cloth, 2, Ruby Cotton Yarn, 1, Straw, 3, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(906, 70 , null, Master Weaver VI, ../../assets/recipe-icons/weaver/miniature-iloh.png, Miniature Iloh, 1, Steppe Serge, 3, Kudzu Cloth, 2, Worsted Yarn, 3, Carbon Fiber, 2, null, null, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(907, 70 , null, Master Weaver VI, ../../assets/recipe-icons/weaver/sewing-baskets.png, Sewing Baskets, 1, Rhea Cloth, 2, Rush Grass, 3, Ruby Cotton Cloth, 2, Bloodhempen Cloth, 2, null, null, null, null, Lightning Crystal, 7, Wind Crystal, 7),
(908, 70 , null, Master Weaver VI, ../../assets/recipe-icons/weaver/stuffed-tsukuyomi.png, Stuffed Tsukuyomi, 1, Celestial Kimono Remnant, 1, Royal Fern, 1, Twinsilk, 1, Worsted Yarn, 1, null, null, null, null, Lightning Cluster, 3, Wind Cluster, 3),
(909, 70 , null, Master Weaver VI, ../../assets/recipe-icons/weaver/true-linen.png, True Linen, 2, Hingan Flax, 4, Thavnairian Cotton, 2, Twinthread, 1, null, null, null, null, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(910, 70 , 350, Master Weaver VI, ../../assets/recipe-icons/weaver/true-linen-cap-of-scouting.png, True Linen Cap of Scouting, 1, True Linen, 2, Silvergrace Ingot, 1, Rhodonite, 1, Everbright Aethersand, 2, Grade 3 Reisui of Dexterity, 1, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(911, 70 , 350, Master Weaver VI, ../../assets/recipe-icons/weaver/true-linen-cap-of-aiming.png, True Linen Cap of Aiming, 1, True Linen, 2, Silvergrace Ingot, 1, Triphane, 1, Everbright Aethersand, 2, Grade 3 Reisui of Dexterity, 1, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(912, 70 , 350, Master Weaver VI, ../../assets/recipe-icons/weaver/true-linen-hat-of-casting.png, True Linen Hat of Casting, 1, True Linen, 2, Ground Sloth Leather, 1, Rhodonite, 1, Everbright Aethersand, 2, Grade 3 Reisui of Intelligence, 1, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(913, 70 , 350, Master Weaver VI, ../../assets/recipe-icons/weaver/true-linen-hat-of-healing.png, True Linen Hat of Healing, 1, True Linen, 2, Ground Sloth Leather, 1, Imperial Jade, 1, Everbright Aethersand, 2, Grade 3 Reisui of Mind, 1, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(914, 70 , 340, Master Weaver VI, ../../assets/recipe-icons/weaver/onishi-kasa.png, Onishi Kasa, 1, Veteran Tree Sap, 2, True Linen, 6, Worsted Yarn, 1, Kingcraft Demimateria, 4, null, null, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(915, 70 , 1, Master Weaver VI, ../../assets/recipe-icons/weaver/rain-hood.png, Rain Hood, 1, Waterproof Cloth, 1, Ground Sloth Leather, 2, Sewing Thread, 1, null, null, null, null, null, null, Lightning Crystal, 7, Wind Crystal, 7),
(916, 70 , 350, Master Weaver VI, ../../assets/recipe-icons/weaver/true-linen-coat-of-striking.png, True Linen Coat of Striking, 1, True Linen, 2, Ground Sloth Leather, 2, Durium Ingot, 1, Azurite, 2, Everbright Aethersand, 3, Grade 3 Reisui of Strength, 2, Lightning Cluster, 2, Wind Cluster, 2),
(917, 70 , 350, Master Weaver VI, ../../assets/recipe-icons/weaver/true-linen-jacket-of-scouting.png, True Linen Jacket of Scouting, 1, True Linen, 3, Silvergrace Ingot, 1, Marid Leather, 1, Rhodonite, 2, Everbright Aethersand, 3, Grade 3 Reisui of Dexterity, 2, Lightning Cluster, 2, Wind Cluster, 2),
(918, 70 , 350, Master Weaver VI, ../../assets/recipe-icons/weaver/true-linen-jacket-of-aiming.png, True Linen Jacket of Aiming, 1, True Linen, 3, Silvergrace Ingot, 1, Marid Leather, 1, Triphane, 2, Everbright Aethersand, 3, Grade 3 Reisui of Dexterity, 2, Lightning Cluster, 2, Wind Cluster, 2),
(919, 70 , 350, Master Weaver VI, ../../assets/recipe-icons/weaver/true-linen-robe-of-casting.png, True Linen Robe of Casting, 1, True Linen, 3, Ground Sloth Leather, 1, Koppranickel Nugget, 1, Rhodonite, 2, Everbright Aethersand, 3, Grade 3 Reisui of Intelligence, 2, Lightning Cluster, 2, Wind Cluster, 2),
(920, 70 , 350, Master Weaver VI, ../../assets/recipe-icons/weaver/true-linen-robe-of-healing.png, True Linen Robe of Healing, 1, True Linen, 3, Ground Sloth Leather, 1, Durium Nugget, 1, Imperial Jade, 2, Everbright Aethersand, 3, Grade 3 Reisui of Mind, 2, Lightning Cluster, 2, Wind Cluster, 2),
(921, 70 , 340, Master Weaver VI, ../../assets/recipe-icons/weaver/onishi-dogi.png, Onishi Dogi, 1, Veteran Tree Sap, 3, True Linen, 6, Ground Sloth Leather, 2, Kudzu Thread, 1, Kingcraft Demimateria, 5, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(922, 70 , 340, Master Weaver VI, ../../assets/recipe-icons/weaver/yamashi-dogi.png, Yamashi Dogi, 1, Veteran Tree Sap, 3, True Linen, 6, Ground Sloth Leather, 2, Worsted Yarn, 1, Kingcraft Demimateria, 5, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(923, 70 , 1, Master Weaver VI, ../../assets/recipe-icons/weaver/whisperfine-woolen-coat.png, Whisperfine Woolen Coat, 1, Whisperfine Fleece, 2, Ground Sloth Leather, 2, Steppe Serge, 2, Sewing Thread, 1, null, null, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(924, 70 , 1, Master Weaver VI, ../../assets/recipe-icons/weaver/raincoat.png, Raincoat, 1, Waterproof Cloth, 2, Ground Sloth Leather, 1, Ruby Cotton Cloth, 1, Sewing Thread, 2, null, null, null, null, Lightning Crystal, 7, Wind Crystal, 7),
(925, 70 , 350, Master Weaver VI, ../../assets/recipe-icons/weaver/true-linen-halfgloves-of-striking.png, True Linen Halfgloves of Striking, 1, True Linen, 2, Silvergrace Ingot, 1, Palladium Nugget, 1, Everborn Aethersand, 2, Grade 3 Reisui of Strength, 1, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(926, 70 , 350, Master Weaver VI, ../../assets/recipe-icons/weaver/true-linen-gloves-of-casting.png, True Linen Gloves of Casting, 1, True Linen, 2, Ground Sloth Leather, 1, Rhodonite, 1, Everborn Aethersand, 2, Grade 3 Reisui of Intelligence, 1, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(927, 70 , 350, Master Weaver VI, ../../assets/recipe-icons/weaver/true-linen-gloves-of-healing.png, True Linen Gloves of Healing, 1, True Linen, 2, Ground Sloth Leather, 1, Imperial Jade, 1, Everborn Aethersand, 2, Grade 3 Reisui of Mind, 1, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(928, 70 , 340, Master Weaver VI, ../../assets/recipe-icons/weaver/onishi-obi.png, Onishi Obi, 1, Veteran Tree Sap, 1, True Linen, 4, Worsted Yarn, 1, Kingcraft Demimateria, 3, null, null, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(929, 70 , 340, Master Weaver VI, ../../assets/recipe-icons/weaver/yamashi-obi.png, Yamashi Obi, 1, Veteran Tree Sap, 1, True Linen, 4, Worsted Yarn, 1, Kingcraft Demimateria, 3, null, null, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(930, 70 , 350, Master Weaver VI, ../../assets/recipe-icons/weaver/true-linen-skirt-of-fending.png, True Linen Skirt of Fending, 1, True Linen, 3, Ground Sloth Leather, 1, Twinthread, 1, Everdeep Aethersand, 3, Grade 3 Reisui of Vitality, 2, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(931, 70 , 350, Master Weaver VI, ../../assets/recipe-icons/weaver/true-linen-breeches-of-maiming.png, True Linen Breeches of Maiming, 1, True Linen, 2, Ground Sloth Leather, 2, Twinthread, 1, Everdeep Aethersand, 3, Grade 3 Reisui of Strength, 2, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(932, 70 , 350, Master Weaver VI, ../../assets/recipe-icons/weaver/true-linen-trousers-of-striking.png, True Linen Trousers of Striking, 1, True Linen, 2, Ground Sloth Leather, 2, Palladium Nugget, 1, Everdeep Aethersand, 3, Grade 3 Reisui of Strength, 2, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(933, 70 , 350, Master Weaver VI, ../../assets/recipe-icons/weaver/true-linen-breeches-of-scouting.png, True Linen Breeches of Scouting, 1, True Linen, 2, Ground Sloth Leather, 2, Palladium Nugget, 1, Rhodonite, 1, Everdeep Aethersand, 3, Grade 3 Reisui of Dexterity, 2, Lightning Cluster, 2, Wind Cluster, 2),
(934, 70 , 350, Master Weaver VI, ../../assets/recipe-icons/weaver/true-linen-breeches-of-aiming.png, True Linen Breeches of Aiming, 1, True Linen, 2, Ground Sloth Leather, 2, Palladium Nugget, 1, Triphane, 1, Everdeep Aethersand, 3, Grade 3 Reisui of Dexterity, 2, Lightning Cluster, 2, Wind Cluster, 2),
(935, 70 , 350, Master Weaver VI, ../../assets/recipe-icons/weaver/true-linen-breeches-of-casting.png, True Linen Breeches of Casting, 1, True Linen, 2, Ground Sloth Leather, 2, Twinthread, 1, Rhodonite, 1, Everdeep Aethersand, 3, Grade 3 Reisui of Intelligence, 2, Lightning Cluster, 2, Wind Cluster, 2),
(936, 70 , 350, Master Weaver VI, ../../assets/recipe-icons/weaver/true-linen-breeches-of-healing.png, True Linen Breeches of Healing, 1, True Linen, 2, Ground Sloth Leather, 2, Twinthread, 1, Imperial Jade, 1, Everdeep Aethersand, 3, Grade 3 Reisui of Mind, 2, Lightning Cluster, 2, Wind Cluster, 2),
(937, 70 , 340, Master Weaver VI, ../../assets/recipe-icons/weaver/onishi-momohiki.png, Onishi Momohiki, 1, Veteran Tree Sap, 3, True Linen, 4, Silvergrace Ingot, 2, Worsted Yarn, 1, Kingcraft Demimateria, 5, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(938, 70 , 340, Master Weaver VI, ../../assets/recipe-icons/weaver/yamashi-momohiki.png, Yamashi Momohiki, 1, Veteran Tree Sap, 3, True Linen, 6, Palladium Nugget, 1, Kingcraft Demimateria, 5, null, null, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(939, 70 , 1, Master Weaver VI, ../../assets/recipe-icons/weaver/whisperfine-woolen-shorts.png, Whisperfine Woolen Shorts, 1, Whisperfine Fleece, 1, True Linen, 1, Worsted Yarn, 1, null, null, null, null, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(940, 70 , 1, Master Weaver VI, ../../assets/recipe-icons/weaver/whisperfine-woolen-boots.png, Whisperfine Woolen Boots, 1, Whisperfine Fleece, 1, Ground Sloth Leather, 1, Sewing Thread, 1, null, null, null, null, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(941, 70 , null, Master Weaver VI, ../../assets/recipe-icons/weaver/byakko-cub.png, Byakko Cub, 1, Byakko's Mane, 1, Royal Fern, 1, Twinsilk, 1, Worsted Yarn, 1, null, null, null, null, Lightning Crystal, 7, Wind Crystal, 7),
(942, 70 , null, Master Weaver VI, ../../assets/recipe-icons/weaver/lunar-barding.png, Lunar Barding, 1, Celestial Kimono Remnant, 1, True Linen, 3, Silvergrace Ingot, 1, Tiger Leather, 1, null, null, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(943, 70 , null, Master Weaver VI, ../../assets/recipe-icons/weaver/stuffed-alpha.png, Stuffed Alpha, 1, Alpha's Feather, 1, Ala Mhigan Burdet, 2, Twinthread, 3, Halgai Mane, 2, null, null, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(944, 70 , null, Master Weaver VI, ../../assets/recipe-icons/weaver/stardust-cotton-cloth.png, Stardust Cotton Cloth, 2, Yanxian Cotton Boll, 4, Stardust Cotton Yarn, 2, null, null, null, null, null, null, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(945, 70 , 380, Master Weaver VI, ../../assets/recipe-icons/weaver/rakshasa-kasaya-of-fending.png, Rakshasa Kasaya of Fending, 1, Stardust Cotton Cloth, 3, Chigusa Ingot, 1, Oroshigane Ingot, 1, Grade 4 Reisui of Vitality, 2, null, null, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(946, 70 , 380, Master Weaver VI, ../../assets/recipe-icons/weaver/rakshasa-kasaya-of-maiming.png, Rakshasa Kasaya of Maiming, 1, Stardust Cotton Cloth, 3, Chigusa Ingot, 1, Oroshigane Ingot, 1, Grade 4 Reisui of Strength, 2, null, null, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(947, 70 , 380, Master Weaver VI, ../../assets/recipe-icons/weaver/rakshasa-haori-of-striking.png, Rakshasa Haori of Striking, 1, Stardust Cotton Cloth, 2, Procoptodon Leather, 1, Chigusa Ingot, 1, Oroshigane Ingot, 1, Grade 4 Reisui of Strength, 2, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(948, 70 , 380, Master Weaver VI, ../../assets/recipe-icons/weaver/rakshasa-haori-of-scouting.png, Rakshasa Haori of Scouting, 1, Stardust Cotton Cloth, 2, Procoptodon Leather, 1, Chigusa Ingot, 1, Oroshigane Ingot, 1, Grade 4 Reisui of Dexterity, 2, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(949, 70 , 380, Master Weaver VI, ../../assets/recipe-icons/weaver/rakshasa-haori-of-aiming.png, Rakshasa Haori of Aiming, 1, Stardust Cotton Cloth, 2, Procoptodon Leather, 1, Chigusa Ingot, 1, Oroshigane Ingot, 1, Grade 4 Reisui of Dexterity, 2, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(950, 70 , 380, Master Weaver VI, ../../assets/recipe-icons/weaver/rakshasa-dogi-of-casting.png, Rakshasa Dogi of Casting, 1, Stardust Cotton Cloth, 3, Evergleam Ingot, 1, Twinthread, 1, Grade 4 Reisui of Intelligence, 2, null, null, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(951, 70 , 380, Master Weaver VI, ../../assets/recipe-icons/weaver/rakshasa-dogi-of-healing.png, Rakshasa Dogi of Healing, 1, Stardust Cotton Cloth, 3, Evergleam Ingot, 1, Twinthread, 1, Grade 4 Reisui of Mind, 2, null, null, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(952, 70 , 380, Master Weaver VI, ../../assets/recipe-icons/weaver/rakshasa-tsutsu-hakama-of-fending.png, Rakshasa Tsutsu-hakama of Fending, 1, Stardust Cotton Cloth, 3, Procoptodon Leather, 1, Ruby Cotton Yarn, 1, Grade 4 Reisui of Vitality, 2, null, null, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(953, 70 , 380, Master Weaver VI, ../../assets/recipe-icons/weaver/rakshasa-tsutsu-hakama-of-maiming.png, Rakshasa Tsutsu-hakama of Maiming, 1, Stardust Cotton Cloth, 3, Procoptodon Leather, 1, Ruby Cotton Yarn, 1, Grade 4 Reisui of Strength, 2, null, null, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(954, 70 , 380, Master Weaver VI, ../../assets/recipe-icons/weaver/rakshasa-hakama-of-striking.png, Rakshasa Hakama of Striking, 1, Stardust Cotton Cloth, 4, Bloodhempen Yarn, 1, Grade 4 Reisui of Strength, 2, null, null, null, null, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(955, 70 , 380, Master Weaver VI, ../../assets/recipe-icons/weaver/rakshasa-hakama-of-scouting.png, Rakshasa Hakama of Scouting, 1, Stardust Cotton Cloth, 4, Bloodhempen Yarn, 1, Grade 4 Reisui of Dexterity, 2, null, null, null, null, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(956, 70 , 380, Master Weaver VI, ../../assets/recipe-icons/weaver/rakshasa-hakama-of-aiming.png, Rakshasa Hakama of Aiming, 1, Stardust Cotton Cloth, 4, Bloodhempen Yarn, 1, Grade 4 Reisui of Dexterity, 2, null, null, null, null, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(957, 70 , 380, Master Weaver VI, ../../assets/recipe-icons/weaver/rakshasa-tsutsu-hakama-of-casting.png, Rakshasa Tsutsu-hakama of Casting, 1, Stardust Cotton Cloth, 3, Evergleam Ingot, 1, Twinthread, 1, Grade 4 Reisui of Intelligence, 2, null, null, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(958, 70 , 380, Master Weaver VI, ../../assets/recipe-icons/weaver/rakshasa-tsutsu-hakama-of-healing.png, Rakshasa Tsutsu-hakama of Healing, 1, Stardust Cotton Cloth, 3, Evergleam Ingot, 1, Twinthread, 1, Grade 4 Reisui of Mind, 2, null, null, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(959, 70 , null, Master Weaver VI, ../../assets/recipe-icons/weaver/scarlet-peacock.png, Scarlet Peacock, 1, Scarlet Tailfeather, 1, Royal Fern, 1, Twinsilk, 1, Worsted Yarn, 1, null, null, null, null, Lightning Shard, 50, Wind Shard, 50),
(960, 70 , null, Master Weaver VI, ../../assets/recipe-icons/weaver/seitei.png, Seitei, 1, Seiryu's Scale, 1, Royal Fern, 1, Twinsilk, 1, Worsted Yarn, 1, null, null, null, null, Lightning Crystal, 7, Wind Crystal, 7),
(961, 80, 1, Master Weaver VI, ../../assets/recipe-icons/weaver/summer-indigo-shirt.png, Summer Indigo Shirt, 1, Indigo Cloth, 3, Ovim Wool Yarn, 1, Manasilver Nugget, 1, null, null, null, null, null, null, Lightning Crystal, 7, Wind Crystal, 7),
(962, 80, 1, Master Weaver VI, ../../assets/recipe-icons/weaver/cropped-summer-indigo-slops.png, Cropped Summer Indigo Slops, 1, Indigo Cloth, 2, Ovim Wool Yarn, 1, Smilodon Leather, 1, null, null, null, null, null, null, Lightning Crystal, 7, Wind Crystal, 7),
(963, 80, null, Master Weaver VII, ../../assets/recipe-icons/weaver/ethereal-silk.png, Ethereal Silk, 1, Ethereal Cocoon, 4, Multifaceted Cotton Cloth, 2, null, null, null, null, null, null, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(964, 80, 450, Master Weaver VII, ../../assets/recipe-icons/weaver/facet-turban-of-scouting.png, Facet Turban of Scouting, 1, Ethereal Silk, 2, Chalicotherium Leather, 1, Dwarven Cotton, 1, Grade 2 Dexterity Alkahest, 2, null, null, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(965, 80, 450, Master Weaver VII, ../../assets/recipe-icons/weaver/facet-turban-of-aiming.png, Facet Turban of Aiming, 1, Ethereal Silk, 2, Prismatic Ingot, 1, Dwarven Cotton, 1, Grade 2 Dexterity Alkahest, 2, null, null, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(966, 80, 450, Master Weaver VII, ../../assets/recipe-icons/weaver/facet-hat-of-casting.png, Facet Hat of Casting, 1, Ethereal Silk, 2, Chalicotherium Leather, 1, Dwarven Cotton, 1, Grade 2 Intelligence Alkahest, 2, null, null, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(967, 80, 450, Master Weaver VII, ../../assets/recipe-icons/weaver/facet-hat-of-healing.png, Facet Hat of Healing, 1, Ethereal Silk, 2, Chalicotherium Leather, 1, Dwarven Cotton, 1, Grade 2 Mind Alkahest, 2, null, null, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(968, 80, 460, Master Weaver VII, ../../assets/recipe-icons/weaver/facet-hat-of-crafting.png, Facet Hat of Crafting, 1, Pliable Glass Fiber, 3, Ethereal Silk, 2, Sea Swallow Leather, 1, Sublime Solution, 1, Agewood Aethersand, 1, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(969, 80, 450, Master Weaver VII, ../../assets/recipe-icons/weaver/facet-dolman-of-scouting.png, Facet Dolman of Scouting, 1, Ethereal Silk, 2, Chalicotherium Leather, 1, Prismatic Ingot, 1, Stonegold Nugget, 1, Grade 2 Dexterity Alkahest, 2, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(970, 80, 450, Master Weaver VII, ../../assets/recipe-icons/weaver/facet-tabard-of-aiming.png, Facet Tabard of Aiming, 1, Ethereal Silk, 2, Chalicotherium Leather, 1, Prismatic Ingot, 1, Stonegold Nugget, 1, Grade 2 Dexterity Alkahest, 2, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(971, 80, 450, Master Weaver VII, ../../assets/recipe-icons/weaver/facet-coat-of-casting.png, Facet Coat of Casting, 1, Ethereal Silk, 2, Chalicotherium Leather, 1, Prismatic Ingot, 1, Stonegold Nugget, 1, Grade 2 Intelligence Alkahest, 2, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(972, 80, 450, Master Weaver VII, ../../assets/recipe-icons/weaver/facet-coat-of-healing.png, Facet Coat of Healing, 1, Ethereal Silk, 3, Chalicotherium Leather, 1, Zonure Leather, 1, Grade 2 Mind Alkahest, 2, null, null, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(973, 80, 460, Master Weaver VII, ../../assets/recipe-icons/weaver/facet-coat-of-crafting.png, Facet Coat of Crafting, 1, Pliable Glass Fiber, 4, Ethereal Silk, 3, Sea Swallow Leather, 1, Sublime Solution, 2, Agewood Aethersand, 1, null, null, Lightning Cluster, 2, Wind Cluster, 2),
(974, 80, 460, Master Weaver VII, ../../assets/recipe-icons/weaver/facet-coat-of-gathering.png, Facet Coat of Gathering, 1, Pliable Glass Fiber, 4, Ethereal Silk, 3, Sea Swallow Leather, 1, Sublime Solution, 2, Agewood Aethersand, 1, null, null, Lightning Cluster, 2, Wind Cluster, 2),
