(1, 1, null, null, ../../assets/recipe-icons/distilled-water.png, Distilled Water, 1, Muddy Water, 1, null, null, null, null, null, null, null, null, null, null, Water Shard, 1, null, null),
(658, 70, null, null, ../../assets/recipe-icons/rarefied-gazelleskin-codex.png, Rarefied Gazelleskin Codex, 1, Gazelle Leather, 2, Zelkova Lumber, 1, Enchanted Palladium Ink, 1, null, null, null, null, null, null, Water Crystal, 6, Lightning Crystal, 5),
(659, 72, null, null, ../../assets/recipe-icons/rarefied-alkahest.png, Rarefied Alkahest, 1, Highland Spring Water, 3, Hoptrap Leaf, 3, Nagxian Cudweed, 2, null, null, null, null, null, null, Water Crystal, 6, Lightning Crystal, 6),
(660, 74, null, null, ../../assets/recipe-icons/rarefied-gliderskin-grimoire.png, Rarefied Gliderskin Grimoire, 1, Enchanted Truegold Ink, 1, Green Glider Leather, 1, Deepgold Ingot, 2, null, null, null, null, null, null, Water Crystal, 7, Lightning Crystal, 6),
(661, 76, null, null, ../../assets/recipe-icons/rarefied-bluespirit-codex.png, Rarefied Bluespirit Codex, 1, Enchanted Manasilver Ink, 1, Bluespirit Tile, 2, Manasilver Nugget, 1, null, null, null, null, null, null, Water Crystal, 7, Lightning Crystal, 6),
(662, 78, null, null, ../../assets/recipe-icons/rarefied-syrup.png, Rarefied Syrup, 1, Underground Spring Water, 2, Cubus Flesh, 2, Light Gerbera, 2, Kudzu Root, 2, null, null, null, null, Water Crystal, 7, Lightning Crystal, 7),
(663, 80, null, null, ../../assets/recipe-icons/rarefied-dwarven-mythril-grimoire.png, Rarefied Dwarven Mythril Grimoire, 1, Enchanted Dimythrite Ink, 1, Dwarven Mythril Ingot, 2, Lignum Vitae Lumber, 1, null, null, null, null, null, null, Water Crystal, 7, Lightning Crystal, 7),
(664, 57, null, null, ../../assets/recipe-icons/near-eastern-antique-component.png, Near Eastern Antique Component, 1, Near Eastern Antique Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 2, Lightning Crystal, 1),
(665, 57, null, null, ../../assets/recipe-icons/near-eastern-antique.png, Near Eastern Antique, 1, Near Eastern Antique Component, 2, null, null, null, null, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 2),
(666, 58, null, null, ../../assets/recipe-icons/coerthan-souvenir-component.png, Coerthan Souvenir Component, 1, Coerthan Souvenir Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 2, Lightning Crystal, 1),
(667, 58, null, null, ../../assets/recipe-icons/coerthan-souvenir.png, Coerthan Souvenir, 1, Coerthan Souvenir Component, 2, null, null, null, null, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 2),
(668, 59, null, null, ../../assets/recipe-icons/maelstrom-materiel-component.png, Maelstrom Materiel Component, 1, Maelstrom Materiel Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 2, Lightning Crystal, 1),
(669, 59, null, null, ../../assets/recipe-icons/maelstrom-materiel.png, Maelstrom Materiel, 1, Maelstrom Materiel Component, 3, null, null, null, null, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 2),
(670, 60, null, null, ../../assets/recipe-icons/heartfelt-gift-component.png, Heartfelt Gift Component, 1, Heartfelt Gift Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 2, Lightning Crystal, 1),
(671, 60, null, null, ../../assets/recipe-icons/heartfelt-gift.png, Heartfelt Gift, 1, Heartfelt Gift Component, 3, null, null, null, null, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 2),
(672, 60 , null, null, ../../assets/recipe-icons/orphanage-donation-component.png, Orphanage Donation Component, 1, Orphanage Donation Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 2, Lightning Crystal, 1),
(673, 60 , null, null, ../../assets/recipe-icons/orphanage-donation.png, Orphanage Donation, 1, Orphanage Donation Component, 4, null, null, null, null, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 2),
(674, 60, null, null, ../../assets/recipe-icons/gyr-abanian-souvenir-component.png, Gyr Abanian Souvenir Component, 1, Gyr Abanian Souvenir Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 2, Lightning Crystal, 1),
(675, 60, null, null, ../../assets/recipe-icons/gyr-abanian-souvenir.png, Gyr Abanian Souvenir, 1, Gyr Abanian Souvenir Component, 2, null, null, null, null, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 2),
(676, 60 , null, null, ../../assets/recipe-icons/far-eastern-antique-component.png, Far Eastern Antique Component, 1, Far Eastern Antique Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 2, Lightning Crystal, 1),
(677, 60 , null, null, ../../assets/recipe-icons/far-eastern-antique.png, Far Eastern Antique, 1, Far Eastern Antique Component, 2, null, null, null, null, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 2),
(678, 61, null, null, ../../assets/recipe-icons/gold-saucer-consolation-prize-component.png, Gold Saucer Consolation Prize Component, 1, Gold Saucer Consolation Prize Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 2, Lightning Crystal, 1),
(679, 61, null, null, ../../assets/recipe-icons/gold-saucer-consolation-prize.png, Gold Saucer Consolation Prize, 1, Gold Saucer Consolation Prize Component, 3, null, null, null, null, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 2),
(680, 62, null, null, ../../assets/recipe-icons/m-tribe-sundry-component.png, M Tribe Sundry Component, 1, M tribe Sundry Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 2, Lightning Crystal, 1),
(681, 62, null, null, ../../assets/recipe-icons/m-tribe-sundries.png, M Tribe Sundries, 1, M Tribe Sundry Component, 3, null, null, null, null, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 2),
(682, 63, null, null, ../../assets/recipe-icons/resistance-materiel-component.png, Resistance Materiel Component, 1, Resistance Materiel Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 2, Lightning Crystal, 1),
(683, 63, null, null, ../../assets/recipe-icons/resistance-materiel.png, Resistance Materiel, 1, Resistance Materiel Component, 4, null, null, null, null, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 2),
(684, 62, null, null, ../../assets/recipe-icons/gyr-abanian-remedy-components.png, Gyr Abanian Remedy Components, 1, Raw Medicinal Materials, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 2, Lightning Crystal, 1),
(685, 62, null, null, ../../assets/recipe-icons/gyr-abanian-remedies.png, Gyr Abanian Remedies, 1, Gyr Abanian Remedy Components, 2, null, null, null, null, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 2),
(686, 62, null, null, ../../assets/recipe-icons/harpoon-components.png, Harpoon Components, 1, Raw Harpoon Materials, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 2, Lightning Crystal, 1),
(687, 62, null, null, ../../assets/recipe-icons/anti-shark-harpoon.png, Anti-shark Harpoon, 1, Harpoon Components, 2, null, null, null, null, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 2),
(688, 63, null, null, ../../assets/recipe-icons/cold-weather-gear-components.png, Cold-weather Gear Components, 1, Raw Cold-weather Gear Materials, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 2, Lightning Crystal, 1),
(689, 63, null, null, ../../assets/recipe-icons/coerthan-cold-weather-gear.png, Coerthan Cold-weather Gear, 1, Cold-weather Gear Components, 3, null, null, null, null, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 2),
(690, 63, null, null, ../../assets/recipe-icons/sui-no-sato-special-components.png, Sui-no-Sato Special Components, 1, Raw Sui-no-Sato Special Materials, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 2, Lightning Crystal, 1),
(691, 63, null, null, ../../assets/recipe-icons/sui-no-sato-special.png, Sui-no-Sato Special, 1, Sui-no-Sato Special Components, 3, null, null, null, null, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 2),
(692, 64, null, null, ../../assets/recipe-icons/cloud-pearl-components.png, Cloud Pearl Components, 1, Raw Cloud Pearl Materials, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 2, Lightning Crystal, 1),
(693, 64, null, null, ../../assets/recipe-icons/cloud-pearl.png, Cloud Pearl, 1, Cloud Pearl Components, 4, null, null, null, null, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 2),
(694, 66, null, null, ../../assets/recipe-icons/ishgardian-culinary-materials.png, Ishgardian Culinary Materials, 1, Raw Ishgardian Materials, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 2, Lightning Crystal, 1),
(695, 66, null, null, ../../assets/recipe-icons/ishgardian-culinary-essentials.png, Ishgardian Culinary Essentials, 1, Ishgardian Culinary Materials, 2, null, null, null, null, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 2),
(696, 66, null, null, ../../assets/recipe-icons/juice-fermenting-supplies.png, Juice Fermenting Supplies, 1, Raw Fermenting Supplies, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 2, Lightning Crystal, 1),
(697, 66, null, null, ../../assets/recipe-icons/fermented-juice.png, Fermented Juice, 1, Juice Fermenting Supplies, 2, null, null, null, null, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 2),
(698, 67, null, null, ../../assets/recipe-icons/signature-buuz-cookware-materials.png, Signature Buuz Cookware Materials, 1, Raw Steppe Cookware Materials, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 2, Lightning Crystal, 1),
(699, 67, null, null, ../../assets/recipe-icons/signature-buuz-cookware.png, Signature Buuz Cookware, 1, Signature Buuz Cookware Materials, 3, null, null, null, null, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 2),
(700, 67, null, null, ../../assets/recipe-icons/decorative-tavern-furnishing-materials.png, Decorative Tavern Furnishing Materials, 1, Raw Tavern Furnishing Materials, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 2, Lightning Crystal, 1),
(701, 67, null, null, ../../assets/recipe-icons/hard-place-decorative-furnishings.png, Hard Place Decorative Furnishings, 1, Decorative Tavern Furnishing Materials, 3, null, null, null, null, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 2),
(702, 68, null, null, ../../assets/recipe-icons/arkhi-brewing-vat-materials.png, Arkhi Brewing Vat Materials, 1, Raw Brewing Vat Materials, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 2, Lightning Crystal, 1),
(703, 68, null, null, ../../assets/recipe-icons/arkhi-brewing-set.png, Arkhi Brewing Set, 1, Arkhi Brewing Vat Materials, 4, null, null, null, null, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 2),
(704, 70, null, null, ../../assets/recipe-icons/flyer-printing-set.png, Flyer Printing Set, 1, Flyer Printing Materials, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 2),
(705, 70 , null, null, ../../assets/recipe-icons/kholusian-cuisine-set.png, Kholusian Cuisine Set, 1, Kholusian Cuisine Paraphernalia, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 2),
(706, 71, null, null, ../../assets/recipe-icons/honeybee-trappings.png, Honeybee Trappings, 1, Honeybee Trappings Materials, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 2),
(707, 72, null, null, ../../assets/recipe-icons/airship-fittings.png, Airship Fittings, 1, Airship Fitting Materials, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 2),
(708, 73, null, null, ../../assets/recipe-icons/beehive-souvenir.png, Beehive Souvenir, 1, Beehive Souvenir Materials, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 2),
(709, 71, null, null, ../../assets/recipe-icons/custom-gathering-tool-components.png, Custom Gathering Tool Components, 1, Dragon's Gathering Tool Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 2),
(710, 72, null, null, ../../assets/recipe-icons/custom-weaving-components.png, Custom Weaving Components, 1, Dragon's Weaving Tool Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 2),
(711, 73, null, null, ../../assets/recipe-icons/custom-crafting-tool-components.png, Custom Crafting Tool Components, 1, Dragon's Crafting Tool Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 2),
(712, 74, null, null, ../../assets/recipe-icons/handpicked-culinary-essentials.png, Handpicked Culinary Essentials, 1, Handpicked Ingredient Materials, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 2),
(713, 75, null, null, ../../assets/recipe-icons/printing-essentials.png, Printing Essentials, 1, Printing Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 2),
(714, 71, null, null, ../../assets/recipe-icons/patient-necessities.png, Patient Necessities, 1, Patient Necessity Components, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 2),
(715, 72, null, null, ../../assets/recipe-icons/medical-supplies.png, Medical Supplies, 1, Medical Supply Components, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 2),
(716, 73, null, null, ../../assets/recipe-icons/rehabilitation-aids.png, Rehabilitation Aids, 1, Rehabilitation Aid Components, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 2),
(717, 75, null, null, ../../assets/recipe-icons/high-tea-essentials.png, High Tea Essentials, 1, High Tea Components, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 2),
(718, 77, null, null, ../../assets/recipe-icons/art-supplies.png, Art Supplies, 1, Art Supply Components, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 2),
(719, 1, null, null, ../../assets/recipe-icons/hull-interior-component.png, Hull Interior Component, 1, Hull Interior Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Water Shard, 2, Lightning Shard, 2),
(720, 1, null, null, ../../assets/recipe-icons/bladder-component.png, Bladder Component, 1, Bladder Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Water Shard, 1, Lightning Shard, 1),
(721, 1, null, null, ../../assets/recipe-icons/bladder-lining-component.png, Bladder Lining Component, 1, Bladder Lining Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Water Shard, 1, Lightning Shard, 1),
(722, 1, null, null, ../../assets/recipe-icons/starboard-hull-component.png, Starboard Hull Component, 1, Starboard Hull Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Water Shard, 1, Lightning Shard, 1),
(723, 1, null, null, ../../assets/recipe-icons/larboard-hull-component.png, Larboard Hull Component, 1, Larboard Hull Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Water Shard, 1, Lightning Shard, 1),
(724, 3, null, null, ../../assets/recipe-icons/propulsion-engine-component.png, Propulsion Engine Component, 1, Propulsion Engine Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Water Shard, 2, Lightning Shard, 2),
(725, 3, null, null, ../../assets/recipe-icons/gyrodrive-component.png, Gyrodrive Component, 1, Gyrodrive Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Water Shard, 1, Lightning Shard, 1),
(726, 3, null, null, ../../assets/recipe-icons/rigging-component.png, Rigging Component, 1, Rigging Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Water Shard, 1, Lightning Shard, 1),
(727, 3, null, null, ../../assets/recipe-icons/deck-component.png, Deck Component, 1, Deck Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Water Shard, 1, Lightning Shard, 1),
(728, 3, null, null, ../../assets/recipe-icons/engine-casing-component.png, Engine Casing Component, 1, Engine Casing Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Water Shard, 1, Lightning Shard, 1),
(729, 3, null, null, ../../assets/recipe-icons/crafting-tool-component.png, Crafting Tool Component, 1, Crafting Tool Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Water Shard, 1, Lightning Shard, 1),
(730, 6, null, null, ../../assets/recipe-icons/engine-jointing-component.png, Engine Jointing Component, 1, Engine Jointing Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Water Shard, 2, Lightning Shard, 2),
(731, 6, null, null, ../../assets/recipe-icons/cockpit-exterior-component.png, Cockpit Exterior Component, 1, Cockpit Exterior Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Water Shard, 1, Lightning Shard, 1),
(732, 6, null, null, ../../assets/recipe-icons/cockpit-interior-component.png, Cockpit Interior Component, 1, Cockpit Interior Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Water Shard, 1, Lightning Shard, 1),
(733, 6, null, null, ../../assets/recipe-icons/ballast-component.png, Ballast Component, 1, Ballast Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Water Shard, 1, Lightning Shard, 1),
(734, 6, null, null, ../../assets/recipe-icons/instrument-panel-component.png, Instrument Panel Component, 1, Instrument Panel Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Water Shard, 1, Lightning Shard, 1),
(735, 6, null, null, ../../assets/recipe-icons/aerodynamo-component.png, Aerodynamo Component, 1, Aerodynamo Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Water Shard, 1, Lightning Shard, 1),
