(1, 1, null, null, ../../assets/recipe-icons/leatherworker/leather.png, Leather, 1, Animal Skin, 1, null, null, null, null, null, null, null, null, null, null, Earth Shard, 1, null, null),
(915, 60 , 250, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/hemiskin-leggings-of-striking.png, Hemiskin Leggings of Striking, 1, Hemicyon Leather, 2, Star Velvet, 1, Saurian Leather, 1, Wolfram Square, 1, Grade 3 Strength Dissolvent, 2, null, null, Earth Cluster, 3, Wind Cluster, 3),
(916, 60 , 250, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/hemiskin-leggings-of-scouting.png, Hemiskin Leggings of Scouting, 1, Hemicyon Leather, 2, Star Velvet, 1, Saurian Leather, 1, Wolfram Square, 1, Grade 3 Dexterity Dissolvent, 2, null, null, Earth Cluster, 3, Wind Cluster, 3),
(917, 60 , 255, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/sky-rat-hookboots-of-scouting.png, Sky Rat Hookboots of Scouting, 1, Peteinosaur Leather, 1, Cloud Mythril Ingot, 1, Chimerical Felt, 1, High Mythrite Nugget, 1, Dawnborne Aethersand, 1, Grade 2 Dexterity Dissolvent, 1, Earth Cluster, 3, Wind Cluster, 3),
(918, 60 , 250, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/hemiskin-leggings-of-aiming.png, Hemiskin Leggings of Aiming, 1, Hemicyon Leather, 2, Star Velvet, 1, Saurian Leather, 1, Wolfram Square, 1, Grade 3 Dexterity Dissolvent, 2, null, null, Earth Cluster, 3, Wind Cluster, 3),
(919, 60 , 250, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/hemiskin-open-toed-boots-of-casting.png, Hemiskin Open-toed Boots of Casting, 1, Hemicyon Leather, 2, Star Velvet, 1, Griffin Leather Strap, 1, Sapphire, 1, Grade 3 Intelligence Dissolvent, 2, null, null, Earth Cluster, 3, Wind Cluster, 3),
(920, 60 , 250, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/hemiskin-open-toed-boots-of-healing.png, Hemiskin Open-toed Boots of Healing, 1, Hemicyon Leather, 2, Star Velvet, 1, Griffin Leather Strap, 1, Ruby, 1, Grade 3 Mind Dissolvent, 2, null, null, Earth Cluster, 3, Wind Cluster, 3),
(921, 60 , 255, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/sky-rat-hookboots-of-healing.png, Sky Rat Hookboots of Healing, 1, Peteinosaur Leather, 1, Cloud Mythril Ingot, 1, Chimerical Felt, 1, High Mythrite Nugget, 1, Dawnborne Aethersand, 1, Grade 2 Mind Dissolvent, 1, Earth Cluster, 3, Wind Cluster, 3),
(922, 70 , 1, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/taoist's-gloves.png, Taoist's Gloves, 1, Nagxian Leather, 1, Twinthread, 1, null, null, null, null, null, null, null, null, Earth Cluster, 2, Wind Cluster, 1),
(923, 70 , 1, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/taoist's-shoes.png, Taoist's Shoes, 1, Nagxian Leather, 1, Twinthread, 1, null, null, null, null, null, null, null, null, Earth Cluster, 2, Wind Cluster, 1),
(924, 70 , 1, Master Leatherworker IV, ../../assets/recipe-icons/leatherworker/guoc.png, Guoc, 1, Nagxian Leather, 1, Palladium Nugget, 1, Rubber, 1, null, null, null, null, null, null, Earth Cluster, 2, Wind Cluster, 1),
(925, 70 , null, Master Leatherworker V, ../../assets/recipe-icons/leatherworker/true-griffin-leather.png, True Griffin Leather, 1, True Griffin Hide, 3, Chromite Ore, 1, Forbidden Wax, 2, null, null, null, null, null, null, Earth Cluster, 2, Wind Cluster, 2),
(926, 70 , 320, Master Leatherworker V, ../../assets/recipe-icons/leatherworker/true-griffin-hat-of-aiming.png, True Griffin Hat of Aiming, 1, True Griffin Leather, 2, Palladium Ingot, 1, Rhodonite, 1, Eagle Feather, 1, Everbright Aethersand, 2, Grade 2 Reisui of Dexterity, 1, Earth Cluster, 2, Wind Cluster, 2),
(927, 70 , 320, Master Leatherworker V, ../../assets/recipe-icons/leatherworker/true-griffin-hat-of-casting.png, True Griffin Hat of Casting, 1, True Griffin Leather, 2, Palladium Ingot, 1, Triphane, 1, Eagle Feather, 1, Everbright Aethersand, 2, Grade 2 Reisui of Intelligence, 1, Earth Cluster, 2, Wind Cluster, 2),
(928, 70 , 320, Master Leatherworker V, ../../assets/recipe-icons/leatherworker/true-griffin-hat-of-healing.png, True Griffin Hat of Healing, 1, True Griffin Leather, 2, Rhea Cloth, 1, Twinthread, 1, Triphane, 1, Everbright Aethersand, 2, Grade 2 Reisui of Mind, 1, Earth Cluster, 2, Wind Cluster, 2),
(929, 70 , 320, Master Leatherworker V, ../../assets/recipe-icons/leatherworker/true-griffin-chestpiece-of-striking.png, True Griffin Chestpiece of Striking, 1, True Griffin Leather, 2, Rhea Cloth, 1, Chromite Ingot, 1, Rhodonite, 2, Everbright Aethersand, 3, Grade 2 Reisui of Strength, 2, Earth Cluster, 2, Wind Cluster, 2),
(930, 70 , 320, Master Leatherworker V, ../../assets/recipe-icons/leatherworker/true-griffin-chestpiece-of-scouting.png, True Griffin Chestpiece of Scouting, 1, True Griffin Leather, 2, Rhea Cloth, 1, Chromite Ingot, 1, Triphane, 2, Everbright Aethersand, 3, Grade 2 Reisui of Dexterity, 2, Earth Cluster, 2, Wind Cluster, 2),
(931, 70 , 320, Master Leatherworker V, ../../assets/recipe-icons/leatherworker/true-griffin-bracers-of-striking.png, True Griffin Bracers of Striking, 1, True Griffin Leather, 2, Palladium Ingot, 1, Twinthread, 1, Everborn Aethersand, 2, Grade 2 Reisui of Strength, 1, null, null, Earth Cluster, 2, Wind Cluster, 2),
(932, 70 , 320, Master Leatherworker V, ../../assets/recipe-icons/leatherworker/true-griffin-bracers-of-scouting.png, True Griffin Bracers of Scouting, 1, True Griffin Leather, 2, Palladium Ingot, 1, Twinthread, 1, Everborn Aethersand, 2, Grade 2 Reisui of Dexterity, 1, null, null, Earth Cluster, 2, Wind Cluster, 2),
(933, 70 , 320, Master Leatherworker V, ../../assets/recipe-icons/leatherworker/true-griffin-bracers-of-aiming.png, True Griffin Bracers of Aiming, 1, True Griffin Leather, 2, Palladium Ingot, 1, Twinthread, 1, Everborn Aethersand, 2, Grade 2 Reisui of Dexterity, 1, null, null, Earth Cluster, 2, Wind Cluster, 2),
(934, 70 , 320, Master Leatherworker V, ../../assets/recipe-icons/leatherworker/true-griffin-gloves-of-casting.png, True Griffin Gloves of Casting, 1, True Griffin Leather, 2, Palladium Ingot, 1, Twinthread, 1, Everborn Aethersand, 2, Grade 2 Reisui of Intelligence, 1, null, null, Earth Cluster, 2, Wind Cluster, 2),
(935, 70 , 320, Master Leatherworker V, ../../assets/recipe-icons/leatherworker/true-griffin-gloves-of-healing.png, True Griffin Gloves of Healing, 1, True Griffin Leather, 2, Palladium Ingot, 1, Twinthread, 1, Everborn Aethersand, 2, Grade 2 Reisui of Mind, 1, null, null, Earth Cluster, 2, Wind Cluster, 2),
(936, 70 , 320, Master Leatherworker V, ../../assets/recipe-icons/leatherworker/ala-mhigan-gloves-of-crafting.png, Ala Mhigan Gloves of Crafting, 1, Ala Mhigan Burdet, 2, True Griffin Leather, 1, Twinsilk, 2, Kudzu Thread, 1, Fieldcraft Demimateria III, 2, null, null, Earth Cluster, 2, Wind Cluster, 2),
(937, 70 , 320, Master Leatherworker V, ../../assets/recipe-icons/leatherworker/ala-mhigan-gloves-of-gathering.png, Ala Mhigan Gloves of Gathering, 1, Ala Mhigan Burdet, 2, True Griffin Leather, 1, Twinsilk, 2, Kudzu Thread, 1, Fieldcraft Demimateria III, 2, null, null, Earth Cluster, 2, Wind Cluster, 2),
(938, 70 , 320, Master Leatherworker V, ../../assets/recipe-icons/leatherworker/true-griffin-breeches-of-fending.png, True Griffin Breeches of Fending, 1, True Griffin Leather, 3, Chromite Ingot, 1, Twinthread, 1, Everdeep Aethersand, 3, Grade 2 Reisui of Vitality, 2, null, null, Earth Cluster, 2, Wind Cluster, 2),
(939, 70 , 320, Master Leatherworker V, ../../assets/recipe-icons/leatherworker/true-griffin-breeches-of-maiming.png, True Griffin Breeches of Maiming, 1, True Griffin Leather, 3, Chromite Ingot, 1, Twinthread, 1, Everdeep Aethersand, 3, Grade 2 Reisui of Strength, 2, null, null, Earth Cluster, 2, Wind Cluster, 2),
(940, 70 , 320, Master Leatherworker V, ../../assets/recipe-icons/leatherworker/true-griffin-breeches-of-aiming.png, True Griffin Breeches of Aiming, 1, True Griffin Leather, 3, Chromite Ingot, 1, Twinthread, 1, Everdeep Aethersand, 3, Grade 2 Reisui of Dexterity, 2, null, null, Earth Cluster, 2, Wind Cluster, 2),
(941, 70 , 320, Master Leatherworker V, ../../assets/recipe-icons/leatherworker/true-griffin-caligae-of-striking.png, True Griffin Caligae of Striking, 1, True Griffin Leather, 2, Palladium Ingot, 1, Twinthread, 1, Everdeep Aethersand, 2, Grade 2 Reisui of Strength, 1, null, null, Earth Cluster, 2, Wind Cluster, 2),
(942, 70 , 320, Master Leatherworker V, ../../assets/recipe-icons/leatherworker/true-griffin-caligae-of-scouting.png, True Griffin Caligae of Scouting, 1, True Griffin Leather, 2, Palladium Ingot, 1, Twinthread, 1, Everdeep Aethersand, 2, Grade 2 Reisui of Dexterity, 1, null, null, Earth Cluster, 2, Wind Cluster, 2),
(943, 70 , 320, Master Leatherworker V, ../../assets/recipe-icons/leatherworker/true-griffin-boots-of-aiming.png, True Griffin Boots of Aiming, 1, True Griffin Leather, 2, Chromite Ingot, 1, Twinthread, 1, Everdeep Aethersand, 2, Grade 2 Reisui of Dexterity, 1, null, null, Earth Cluster, 2, Wind Cluster, 2),
(944, 70 , 320, Master Leatherworker V, ../../assets/recipe-icons/leatherworker/true-griffin-sandals-of-casting.png, True Griffin Sandals of Casting, 1, True Griffin Leather, 2, Palladium Ingot, 1, Twinthread, 1, Everdeep Aethersand, 2, Grade 2 Reisui of Intelligence, 1, null, null, Earth Cluster, 2, Wind Cluster, 2),
(945, 70 , 320, Master Leatherworker V, ../../assets/recipe-icons/leatherworker/true-griffin-sandals-of-healing.png, True Griffin Sandals of Healing, 1, True Griffin Leather, 2, Palladium Ingot, 1, Twinthread, 1, Everdeep Aethersand, 2, Grade 2 Reisui of Mind, 1, null, null, Earth Cluster, 2, Wind Cluster, 2),
(946, 70 , 320, Master Leatherworker V, ../../assets/recipe-icons/leatherworker/ala-mhigan-shoes-of-crafting.png, Ala Mhigan Shoes of Crafting, 1, Ala Mhigan Burdet, 2, True Griffin Leather, 1, Twinsilk, 2, Kudzu Thread, 1, Rubber, 1, Fieldcraft Demimateria III, 2, Earth Cluster, 2, Wind Cluster, 2),
(947, 70 , 320, Master Leatherworker V, ../../assets/recipe-icons/leatherworker/ala-mhigan-shoes-of-gathering.png, Ala Mhigan Shoes of Gathering, 1, Ala Mhigan Burdet, 2, True Griffin Leather, 1, Twinsilk, 2, Kudzu Thread, 1, Rubber, 1, Fieldcraft Demimateria III, 2, Earth Cluster, 2, Wind Cluster, 2),
(948, 70 , 1, Master Leatherworker VI, ../../assets/recipe-icons/leatherworker/boulevardier's-dress-shoes.png, Boulevardier's Dress Shoes, 1, Boutique Boarded Leather, 2, Ground Sloth Leather, 1, Palladium Nugget, 1, Twinthread, 1, null, null, null, null, Earth Cluster, 2, Wind Cluster, 2),
(949, 70 , 1, Master Leatherworker VI, ../../assets/recipe-icons/leatherworker/quaintrelle's-dress-shoes.png, Quaintrelle's Dress Shoes, 1, Leather Cointe Quaint, 2, Ground Sloth Leather, 1, Palladium Nugget, 1, Twinthread, 1, null, null, null, null, Earth Cluster, 2, Wind Cluster, 2),
(950, 70 , null, Master Leatherworker VI, ../../assets/recipe-icons/leatherworker/grand-chair.png, Grand Chair, 1, Ground Sloth Leather, 4, Zelkova Lumber, 1, Manzasiri Hair, 3, Bloodhempen Yarn, 2, null, null, null, null, Earth Cluster, 2, Wind Cluster, 2),
(951, 70 , null, Master Leatherworker VI, ../../assets/recipe-icons/leatherworker/byakko-throne.png, Byakko Throne, 1, Byakko's Mane, 2, Molybdenum Ingot, 4, Tiger Leather, 5, Rose Gold Nugget, 3, null, null, null, null, Earth Cluster, 3, Wind Cluster, 3),
(952, 70 , null, Master Leatherworker VI, ../../assets/recipe-icons/leatherworker/ground-sloth-leather.png, Ground Sloth Leather, 2, Ground Sloth Pelt, 4, Thavnairian Alumen, 2, null, null, null, null, null, null, null, null, Earth Cluster, 2, Wind Cluster, 2),
(953, 70 , 350, Master Leatherworker VI, ../../assets/recipe-icons/leatherworker/slothskin-gloves-of-scouting.png, Slothskin Gloves of Scouting, 1, Ground Sloth Leather, 2, Silvergrace Ingot, 1, Twinsilk, 1, Everborn Aethersand, 2, Grade 3 Reisui of Dexterity, 1, null, null, Earth Cluster, 2, Wind Cluster, 2),
(954, 70 , 350, Master Leatherworker VI, ../../assets/recipe-icons/leatherworker/slothskin-gloves-of-aiming.png, Slothskin Gloves of Aiming, 1, Ground Sloth Leather, 2, Silvergrace Ingot, 1, Twinsilk, 1, Everborn Aethersand, 2, Grade 3 Reisui of Dexterity, 1, null, null, Earth Cluster, 2, Wind Cluster, 2),
(955, 70 , 340, Master Leatherworker VI, ../../assets/recipe-icons/leatherworker/onishi-tekko.png, Onishi Tekko, 1, Veteran Tree Sap, 2, Ground Sloth Leather, 6, Worsted Yarn, 1, Kingcraft Demimateria, 4, null, null, null, null, Earth Cluster, 2, Wind Cluster, 2),
(956, 70 , 340, Master Leatherworker VI, ../../assets/recipe-icons/leatherworker/yamashi-tekko.png, Yamashi Tekko, 1, Veteran Tree Sap, 2, Ground Sloth Leather, 4, True Linen, 2, Kingcraft Demimateria, 4, null, null, null, null, Earth Cluster, 2, Wind Cluster, 2),
(957, 70 , 350, Master Leatherworker VI, ../../assets/recipe-icons/leatherworker/slothskin-belt-of-fending.png, Slothskin Belt of Fending, 1, Ground Sloth Leather, 2, Silvergrace Ingot, 1, Marid Leather, 1, Everdeep Aethersand, 1, Grade 3 Reisui of Vitality, 1, null, null, Earth Cluster, 2, Wind Cluster, 2),
(958, 70 , 350, Master Leatherworker VI, ../../assets/recipe-icons/leatherworker/slothskin-belt-of-maiming.png, Slothskin Belt of Maiming, 1, Ground Sloth Leather, 2, Silvergrace Ingot, 1, Marid Leather, 1, Everdeep Aethersand, 1, Grade 3 Reisui of Strength, 1, null, null, Earth Cluster, 2, Wind Cluster, 2),
(959, 70 , 350, Master Leatherworker VI, ../../assets/recipe-icons/leatherworker/slothskin-belt-of-striking.png, Slothskin Belt of Striking, 1, Ground Sloth Leather, 2, Silvergrace Ingot, 1, Marid Leather, 1, Everdeep Aethersand, 1, Grade 3 Reisui of Strength, 1, null, null, Earth Cluster, 2, Wind Cluster, 2),
(960, 70 , 350, Master Leatherworker VI, ../../assets/recipe-icons/leatherworker/slothskin-belt-of-scouting.png, Slothskin Belt of Scouting, 1, Ground Sloth Leather, 2, Silvergrace Ingot, 1, Marid Leather, 1, Everdeep Aethersand, 1, Grade 3 Reisui of Dexterity, 1, null, null, Earth Cluster, 2, Wind Cluster, 2),
(961, 70 , 350, Master Leatherworker VI, ../../assets/recipe-icons/leatherworker/slothskin-belt-of-aiming.png, Slothskin Belt of Aiming, 1, Ground Sloth Leather, 2, Silvergrace Ingot, 1, Marid Leather, 1, Everdeep Aethersand, 1, Grade 3 Reisui of Dexterity, 1, null, null, Earth Cluster, 2, Wind Cluster, 2),
(962, 70 , 350, Master Leatherworker VI, ../../assets/recipe-icons/leatherworker/slothskin-belt-of-casting.png, Slothskin Belt of Casting, 1, Ground Sloth Leather, 2, Silvergrace Ingot, 1, Marid Leather, 1, Everdeep Aethersand, 1, Grade 3 Reisui of Intelligence, 1, null, null, Earth Cluster, 2, Wind Cluster, 2),
(963, 70 , 350, Master Leatherworker VI, ../../assets/recipe-icons/leatherworker/slothskin-belt-of-healing.png, Slothskin Belt of Healing, 1, Ground Sloth Leather, 2, Silvergrace Ingot, 1, Marid Leather, 1, Everdeep Aethersand, 1, Grade 3 Reisui of Mind, 1, null, null, Earth Cluster, 2, Wind Cluster, 2),
(964, 70 , 350, Master Leatherworker VI, ../../assets/recipe-icons/leatherworker/slothskin-boots-of-striking.png, Slothskin Boots of Striking, 1, Ground Sloth Leather, 2, True Linen, 1, Twinthread, 1, Everdeep Aethersand, 2, Grade 3 Reisui of Strength, 1, null, null, Earth Cluster, 2, Wind Cluster, 2),
(965, 70 , 350, Master Leatherworker VI, ../../assets/recipe-icons/leatherworker/slothskin-thighboots-of-scouting.png, Slothskin Thighboots of Scouting, 1, Ground Sloth Leather, 2, Nightsteel Ingot, 1, Twinthread, 1, Everdeep Aethersand, 2, Grade 3 Reisui of Dexterity, 1, null, null, Earth Cluster, 2, Wind Cluster, 2),
(966, 70 , 350, Master Leatherworker VI, ../../assets/recipe-icons/leatherworker/slothskin-boots-of-aiming.png, Slothskin Boots of Aiming, 1, Ground Sloth Leather, 2, Silvergrace Ingot, 1, Twinthread, 1, Everdeep Aethersand, 2, Grade 3 Reisui of Dexterity, 1, null, null, Earth Cluster, 2, Wind Cluster, 2),
(967, 70 , 350, Master Leatherworker VI, ../../assets/recipe-icons/leatherworker/slothskin-boots-of-casting.png, Slothskin Boots of Casting, 1, Ground Sloth Leather, 2, Silvergrace Ingot, 1, Rhodonite, 1, Everdeep Aethersand, 2, Grade 3 Reisui of Intelligence, 1, null, null, Earth Cluster, 2, Wind Cluster, 2),
(968, 70 , 350, Master Leatherworker VI, ../../assets/recipe-icons/leatherworker/slothskin-boots-of-healing.png, Slothskin Boots of Healing, 1, Ground Sloth Leather, 2, Nightsteel Ingot, 1, Imperial Jade, 1, Everdeep Aethersand, 2, Grade 3 Reisui of Mind, 1, null, null, Earth Cluster, 2, Wind Cluster, 2),
(969, 70 , 340, Master Leatherworker VI, ../../assets/recipe-icons/leatherworker/onishi-zori.png, Onishi Zori, 1, Veteran Tree Sap, 2, Ground Sloth Leather, 6, Worsted Yarn, 1, Kingcraft Demimateria, 4, null, null, null, null, Earth Cluster, 2, Wind Cluster, 2),
(970, 70 , 340, Master Leatherworker VI, ../../assets/recipe-icons/leatherworker/yamashi-zori.png, Yamashi Zori, 1, Veteran Tree Sap, 2, Ground Sloth Leather, 6, Worsted Yarn, 1, Rubber, 1, Kingcraft Demimateria, 4, null, null, Earth Cluster, 2, Wind Cluster, 2),
(971, 70 , 1, Master Leatherworker VI, ../../assets/recipe-icons/leatherworker/rain-boots.png, Rain Boots, 1, Waterproof Cloth, 1, Ground Sloth Leather, 2, Sewing Thread, 1, null, null, null, null, null, null, Earth Crystal, 7, Wind Crystal, 7),
(972, 70 , 340, Master Leatherworker VI, ../../assets/recipe-icons/leatherworker/slothskin-necklace-of-gathering.png, Slothskin Necklace of Gathering, 1, Hawk's Eye Sand, 1, Ground Sloth Leather, 4, Worsted Yarn, 1, Kingcraft Demimateria, 3, null, null, null, null, Earth Cluster, 2, Wind Cluster, 2),
(973, 70 , 340, Master Leatherworker VI, ../../assets/recipe-icons/leatherworker/slothskin-armillae-of-gathering.png, Slothskin Armillae of Gathering, 1, Hawk's Eye Sand, 1, Ground Sloth Leather, 4, Azurite, 1, Kingcraft Demimateria, 3, null, null, null, null, Earth Cluster, 2, Wind Cluster, 2),
(974, 70 , 340, Master Leatherworker VI, ../../assets/recipe-icons/leatherworker/slothskin-ring-of-gathering.png, Slothskin Ring of Gathering, 1, Hawk's Eye Sand, 1, Ground Sloth Leather, 2, Palladium Nugget, 1, Kingcraft Demimateria, 3, null, null, null, null, Earth Cluster, 2, Wind Cluster, 2),
(975, 70 , null, Master Leatherworker VI, ../../assets/recipe-icons/leatherworker/procoptodon-leather.png, Procoptodon Leather, 2, Procoptodon Skin, 4, Gyr Abanian Wax, 2, null, null, null, null, null, null, null, null, Earth Cluster, 2, Wind Cluster, 2),
(976, 70 , 380, Master Leatherworker VI, ../../assets/recipe-icons/leatherworker/rakshasa-tekko-of-striking.png, Rakshasa Tekko of Striking, 1, Procoptodon Leather, 2, Evergleam Ingot, 1, Bloodhempen Yarn, 1, Grade 4 Reisui of Strength, 1, null, null, null, null, Earth Cluster, 2, Wind Cluster, 2),
(977, 70 , 380, Master Leatherworker VI, ../../assets/recipe-icons/leatherworker/rakshasa-tekko-of-scouting.png, Rakshasa Tekko of Scouting, 1, Procoptodon Leather, 2, Evergleam Ingot, 1, Bloodhempen Yarn, 1, Grade 4 Reisui of Dexterity, 1, null, null, null, null, Earth Cluster, 2, Wind Cluster, 2),
(978, 70 , 380, Master Leatherworker VI, ../../assets/recipe-icons/leatherworker/rakshasa-tekko-of-aiming.png, Rakshasa Tekko of Aiming, 1, Procoptodon Leather, 2, Evergleam Ingot, 1, Bloodhempen Yarn, 1, Grade 4 Reisui of Dexterity, 1, null, null, null, null, Earth Cluster, 2, Wind Cluster, 2),
(979, 70 , 380, Master Leatherworker VI, ../../assets/recipe-icons/leatherworker/rakshasa-tekko-of-casting.png, Rakshasa Tekko of Casting, 1, Procoptodon Leather, 2, Evergleam Ingot, 1, Twinthread, 1, Grade 4 Reisui of Intelligence, 1, null, null, null, null, Earth Cluster, 2, Wind Cluster, 2),
(980, 70 , 380, Master Leatherworker VI, ../../assets/recipe-icons/leatherworker/rakshasa-tekko-of-healing.png, Rakshasa Tekko of Healing, 1, Procoptodon Leather, 2, Evergleam Ingot, 1, Twinthread, 1, Grade 4 Reisui of Mind, 1, null, null, null, null, Earth Cluster, 2, Wind Cluster, 2),
(981, 70 , 380, Master Leatherworker VI, ../../assets/recipe-icons/leatherworker/rakshasa-obi-of-fending.png, Rakshasa Obi of Fending, 1, Procoptodon Leather, 2, Evergleam Ingot, 1, Palladium Nugget, 1, Grade 4 Reisui of Vitality, 1, null, null, null, null, Earth Cluster, 2, Wind Cluster, 2),
